cik,original,cloned
1803058,13.4,24.6
860561,0.8,4.1
1614986,50.5,108.4
764112,-16.2,-12.5
1662906,12.8,14.5
1158274,-6.7,-14.1
354923,-7.0,-5.8
1389610,-29.0,-28.1
825161,-7.4,-9.0
937522,-9.2,-8.5
1599511,6.6,8.5
1388736,3.9,10.6
1555909,-39.6,-4.9
1520354,-2.2,1.0
1596901,-2.6,12.1
1115419,-67.0,-71.0
1106832,-19.7,-16.6
1482689,-0.2,21.7
1591744,-13.9,-13.6
1013234,-15.3,-23.5
938552,30.5,-16.4
1759803,3.3,7.4
1767730,4.9,19.8
1766286,-8.0,2.6
1387322,15.2,27.1
1505817,4.8,2.4
939222,0.2,-1.5
820289,-35.7,-28.4
1310658,-6.0,5.7
1397144,5.6,0.5
1384305,-20.4,14.1
1768111,169.2,313.1
1596906,-0.6,3.1
1715579,-1.9,-9.6
1424447,6.4,-9.9
1575151,-3.9,0.5
1534561,7.4,119.2
1633901,29.8,22.2
1454502,2.5,7.9
1080117,79.3,7.6
1783773,11.8,14.7
1335382,-7.9,13.8
1426774,-7.5,-4.3
1315785,0.1,8.1
1780330,2.1,5.6
1697665,25.2,159.0
1303042,34.3,37.1
1546989,7.5,17.1
1584639,18.6,35.0
1512808,-34.4,-37.3
1597843,-2.2,0.5
1568679,-5.7,-1.5
1053914,-2.2,-10.9
1018674,-4.0,167.5
1324869,-16.4,-30.1
1599747,19.8,60.8
1316507,-8.7,0.7
1549358,-3.8,-2.6
1181544,75.2,4.6
1734460,1.9,6.7
1770710,-6.3,61.7
1398739,-11.5,-9.8
1705929,-7.6,54.1
1761450,2.8,10.8
816788,-9.4,-5.2
884546,9.6,-1.8
1583672,0.9,146.6
1056491,-19.5,-40.7
1666363,11.2,-30.5
1584691,19.9,18.8
1379495,12.4,-1.6
1434689,-11.9,-7.3
1730808,1.2,4.1
1454308,19.9,21.2
1714093,-2.3,-0.2
1040190,-5.4,-1.7
1625800,5.8,10.6
1569758,-20.8,-13.9
1441888,2.1,-0.7
1483738,-9.4,2.9
1767559,7.4,3.7
1631864,12.0,20.0
1502631,-6.9,47.0
1080173,-5.1,-3.2
1482880,31.7,37.1
1423296,-6.5,-2.2
1430681,-4.1,-0.8
1105876,-1.5,3.2
1799877,12.3,23.0
1733219,-0.4,1.1
1473182,15.0,19.7
1281761,-6.7,10.1
1543830,-12.1,-12.6
1279342,-21.8,-13.7
1677440,39.2,39.4
790354,-13.3,26.3
1734493,4.4,19.8
1730033,54.8,66.8
1036325,-21.2,-16.7
1269786,-12.0,-17.6
1774727,5.2,15.2
1166385,-9.3,-8.4
790502,-12.6,-11.6
1582561,4.3,-1.1
884541,2.0,17.4
1441843,0.4,-3.8
908733,-61.4,-44.7
1504169,-8.4,-6.8
1157436,-3.5,52.1
1803236,22.9,24.9
1041283,8.7,-2.2
1593842,15.0,17.7
1224324,-19.6,-3.0
1123778,-12.1,0.4
1760578,33.8,40.8
1512237,-0.4,2.5
1081407,-13.8,-14.0
884548,-3.6,-1.4
1080383,-8.4,-6.5
1787147,3.2,4.6
1584801,5.5,10.8
1434819,-3.1,4.4
51964,-12.2,-13.6
854157,-9.0,-5.6
1599923,-2.5,18.3
1694079,-2.5,1.9
1483503,20.5,61.1
1328450,-3.8,-24.0
1740140,1.8,4.0
1666736,18.4,40.0
887762,-14.7,-6.6
1109448,-2.9,6.1
1799284,38.4,8.6
1626220,16.0,16.4
1452208,-4.2,28.8
1468395,-28.3,-22.0
1650092,-0.9,4.2
1731123,4.0,4.4
1803456,15.8,15.2
1134152,-0.2,8.0
1672594,-5.5,-4.9
1380393,16.2,-18.5
1306333,-3.7,9.3
911274,2.2,16.4
1527781,28.8,44.0
1427263,14.6,78.1
821103,-7.2,-1.7
1812178,-8.3,2.6
1821168,4.7,7.6
836372,-8.5,-8.0
313028,-17.6,298.9
874791,-2.0,45.9
1484148,27.9,28.4
1359262,-0.5,7.9
1765690,11.8,11.8
1540826,-6.9,-3.2
1558481,-9.5,-4.5
1332905,6.3,18.3
1731124,-9.4,-8.9
1542927,9.2,9.8
1450558,-2.5,0.3
36066,-1.1,4.4
1760540,22.5,78.0
1698481,-9.5,0.6
1767301,6.9,7.1
1484721,4.9,13.6
1795816,44.9,25.9
1521079,-11.7,-12.3
1642160,10.2,13.0
1483796,-5.2,8.5
1757706,5.0,8.1
1304857,27.3,26.6
1143261,26.3,208.6
1482012,15.5,-6.9
1469026,29.0,88.8
881432,-8.6,-2.6
1349434,6.6,10.2
1159159,-18.1,-8.6
937729,-7.7,-2.4
1028874,5.4,9.7
1764386,19.0,23.5
1418421,-2.3,2.7
1602476,-8.4,-0.9
1550228,-2.4,6.7
903944,10.2,57.3
1074902,1.6,328.9
1603937,3.9,7.7
1521422,-51.9,355.2
1524362,5.7,62.2
1413654,-17.9,221.0
1621855,22.7,41.5
829108,-10.2,-12.3
1747799,12.3,15.3
750577,-7.6,-18.8
1743937,63.8,179.2
844150,9.3,198.1
1686988,33.3,86.2
1271347,22.4,8.8
1483339,-30.8,-38.6
1733082,28.4,33.6
1574886,6.5,25.5
1569537,14.2,6.8
918537,-11.4,-13.4
1484540,20.0,33.1
1075444,0.3,1.8
1091860,-7.9,-0.7
1307877,-6.3,118.7
1728866,12.6,18.8
1569395,20.7,51.2
1511881,-7.0,2.0
1761435,-1.5,12.4
1612041,60.6,17.9
1635663,22.3,185.5
1594492,245.5,12.2
1324659,-7.1,-4.9
1420816,-8.9,0.9
1736736,3.7,7.1
1461287,2.8,6.4
1715329,-1.0,30.9
938759,-3.6,1.2
846600,-0.2,0.7
1115418,-0.9,-0.2
1482688,10.7,16.7
1695908,-0.8,0.4
1769031,-1.9,0.2
1593688,-1.6,0.4
1725910,11.1,14.0
1351063,-12.6,-2.8
1463524,5.2,-1.2
1351407,2.6,12.0
1659346,1.8,39.5
1633799,24.1,46.6
1352871,-5.1,-2.4
1680843,34.7,41.3
1582151,7.5,12.2
1441689,3.4,3.0
1591546,9.7,10.3
1659189,-13.9,-33.2
1704404,20.6,324.8
1388168,22.2,20.5
1591122,22.5,95.6
1519676,2.2,1.4
1380137,0.4,3.1
1803898,-1.2,0.5
1731717,-3.1,1.8
1439303,9.0,6.6
1218583,-30.1,-34.5
1714450,-11.6,52.1
1357993,-27.1,-30.4
1081668,27.8,70.7
1166573,-11.1,-9.2
1606477,-2.6,2.9
1698246,60.6,61.9
1810023,13.4,20.6
1166741,-12.4,-5.4
867926,-4.1,-3.7
1697493,28.6,36.3
1811308,1.5,322.0
1201001,52.2,55.8
1132668,-29.6,-33.3
883965,-13.5,-17.5
1494179,-8.9,-6.3
1511888,-12.4,-6.3
1029160,-14.6,-16.4
1730890,-3.2,-4.8
1727827,-1.4,-21.4
1787125,9.8,14.4
1388391,9.5,12.2
1398103,-14.9,-12.5
1535477,3.3,5.9
1542179,-17.5,259.2
900169,-8.8,-3.1
1051042,-5.8,-4.3
1646192,-33.2,-50.9
1472800,0.1,7.9
1654033,-3.3,-0.1
1556921,42.9,23.3
1635236,-3.7,-12.4
1114702,-9.2,-3.5
1767151,8.1,17.4
1598894,-11.3,91.7
1730404,10.0,16.5
1803291,16.5,22.8
1776023,-2.7,9.3
1140042,-18.6,-29.5
1609251,0.6,2.4
1599383,47.3,52.7
889232,4.9,46.7
778925,-19.8,-20.5
1272164,-2.5,126.6
1179791,-6.0,360.9
1364725,2.7,43.7
1712901,6.3,6.6
1541353,-2.3,-0.5
1729516,-6.9,-2.6
1039765,-12.8,2.9
1767952,2.3,7.4
1314376,-4.2,28.7
1352107,-28.6,74.9
1399706,-3.4,4.6
905790,-8.4,-4.8
1524828,19.1,36.3
1331693,-15.5,24.2
1665853,-12.6,-21.1
1144903,1.3,9.2
1653169,123.0,44.7
1433541,35.7,41.6
1692252,1.3,24.9
1481986,148.2,270.4
1330325,-13.6,-11.0
1259664,-12.9,-22.7
1802655,2.6,7.2
1013143,5.4,11.3
1218254,-10.3,-6.7
1418333,-6.5,15.1
1534843,9.2,10.6
1484067,26.5,44.7
1541448,5.8,6.6
1112325,-8.7,43.5
1713390,30.8,52.8
1482390,-25.3,-28.7
1725296,-7.5,279.7
1633275,14.4,10.9
1765774,-0.8,-3.7
1142031,-5.6,-5.3
1134283,-16.8,-13.1
1794820,2.9,9.9
1674546,36.7,19.1
1803919,-16.4,-4.4
1642216,-3.4,0.1
1581655,78.7,139.1
1766561,-17.8,-22.8
1094499,-1.0,-6.4
1046187,110.3,-9.5
1747888,30.3,19.5
1802493,-15.7,-4.6
1018331,8.9,25.1
923093,76.9,2.5
1452929,-29.3,-39.4
1728121,-4.8,-3.7
1473434,-9.5,60.3
1322613,-11.5,-10.0
1693141,25.5,53.9
764068,2.0,17.4
1568303,-6.2,-11.3
1802494,-2.4,1.9
48966,12.7,-20.9
1654710,-32.4,-58.1
1015247,-0.8,-0.5
1092903,-1.3,132.2
1568555,-4.7,-3.1
1804909,15.1,14.3
1592413,23.4,54.4
897070,-9.8,-11.9
351173,-16.6,-15.7
1582681,-0.5,-19.2
1698750,7.6,53.4
1308523,-32.5,-12.8
1605522,-6.1,-2.8
887818,-7.4,-7.5
1706013,30.2,31.4
1281011,-7.6,-6.7
701853,-9.3,-21.4
1430308,-26.0,11.3
1802838,-12.4,21.9
1476179,-22.1,-0.3
1520478,-1.3,61.3
1595855,1.0,4.9
1461133,-23.2,-9.4
1021249,-14.4,22.9
905567,-10.7,13.2
315038,-3.2,0.8
1475365,1.3,-1.8
1365324,12.0,2.0
1576654,-3.1,0.9
1753218,4.4,6.7
1644329,-1.5,9.9
1316622,-13.5,-15.8
1572664,48.6,-2.8
1720980,112.2,82.9
902584,-29.6,-22.3
1766908,25.3,34.8
71210,-9.4,67.9
1113000,-14.2,-13.2
1110443,-46.1,-38.3
1664147,-6.1,-3.2
1767220,-1.1,3.5
1549042,3.8,4.6
813917,-10.7,-17.1
932540,3.7,-2.4
1634865,-7.9,-14.1
1475150,-9.5,30.3
1315868,-7.9,-4.2
1633288,15.6,17.7
1595852,23.3,-6.9
1772954,-1.5,-20.5
1033324,-1.8,1.7
1724140,43.8,84.8
1056581,-2.0,100.0
1812095,34.1,41.5
1802451,-4.1,-4.2
1140334,99.8,7.5
1767471,30.8,41.1
73124,-5.5,119.6
1733755,-1.6,-7.4
1750451,-36.7,37.1
1731466,-3.5,1.2
1739439,19.1,19.5
1061165,-18.4,-16.1
1600035,6.4,16.8
1528214,18.4,22.6
1633673,-19.4,-21.1
1789351,10.1,17.5
1767617,2.5,14.5
1074027,-3.2,-2.7
1803523,28.1,27.9
1079738,-0.2,-4.5
1642274,-10.5,6.0
1777015,4.7,-5.3
1637643,-20.3,-24.8
315054,74.7,31.7
101199,-10.9,-12.0
919530,-9.2,-7.5
1750405,-11.2,5.9
1599603,5.8,37.7
1555829,-9.2,-6.5
1525362,40.6,2.5
1680365,-3.7,0.1
1663900,4.9,8.3
1103804,-3.1,-2.9
1079397,-35.9,-28.1
1802862,-8.6,-9.1
1058470,-22.0,-18.5
1581298,11.9,13.8
1300714,58.4,24.7
1782124,24.3,7.7
1624865,1.4,-0.4
1446114,9.9,52.4
1505791,-36.1,5.9
1673954,4.3,16.0
1764059,11.5,12.9
9015,68.7,-11.8
1729096,-8.1,-2.3
920441,-10.8,-15.7
1667134,28.6,27.4
1803140,-6.9,-22.4
1815025,5.0,9.3
1727762,-1.1,1.3
1592643,94.5,-1.6
1711200,12.4,364.6
1659851,15.2,22.8
1775321,-6.7,82.4
949623,2.6,5.0
1802630,55.9,155.3
1269094,-0.3,32.0
1476329,-4.0,4.2
1774207,-12.6,-11.8
932974,96.4,17.8
1011443,-3.1,44.4
1380443,-4.0,-0.4
1729866,105.7,117.1
1053292,5.1,6.9
314949,0.8,113.7
354497,34.0,37.4
1803988,-11.7,-9.0
1050417,3.2,9.0
1631775,-7.0,-3.3
1569411,4.8,11.1
1624095,-0.2,-8.1
1630806,-13.5,-9.8
1736079,5.9,8.4
1787663,40.3,43.0
1802891,3.1,7.9
1055966,-28.0,-21.9
1598180,24.1,22.3
1106129,-3.2,1.7
947772,-77.4,-88.0
1300979,-61.3,25.6
1608604,-12.1,-24.7
1800158,21.8,27.0
1315497,-20.7,-40.9
20286,1.2,8.1
1335851,44.3,40.8
949615,-23.3,0.9
1667102,-8.9,-11.0
1801413,11.4,13.4
1699622,-6.8,0.6
1142062,-21.8,-25.0
320376,-6.5,-10.9
1767070,10.9,34.0
1273960,-37.5,-35.5
1218663,13.6,20.0
1112520,6.9,8.0
1792942,9.6,17.1
1600004,10.9,9.9
752798,10.2,12.5
1748269,2.4,12.4
1106544,-16.4,-19.6
1161825,0.4,4.2
1625986,1.5,5.5
1033984,58.4,204.1
1277537,-1.5,283.7
1695818,27.5,34.5
1803149,69.1,19.6
1206792,2.1,16.1
1694592,0.1,15.2
1605911,-30.9,-24.2
1313756,24.3,44.1
1412665,-0.1,23.2
1124841,-4.6,-2.6
1696209,9.6,15.2
1036250,-37.6,-35.1
1222993,-3.3,-0.4
1761380,10.8,31.8
1598348,-0.1,7.0
1594585,-13.9,-6.5
1587192,0.5,9.7
1712686,14.0,17.6
1336885,-20.4,-6.5
1428350,-0.8,5.7
1554308,47.4,26.2
1788241,-1.2,4.4
1632551,44.8,42.5
1372130,6.9,10.5
1388076,-11.4,-14.7
1504681,31.0,25.9
1633448,5.9,6.5
1811827,0.5,-1.2
1510281,21.2,30.2
1730945,1.9,8.0
1086137,14.9,-18.0
1589661,2.4,1.6
1009022,-11.8,-14.6
1068829,-11.9,-10.0
1801619,-0.3,2.8
1566691,32.6,48.3
860645,-11.9,-6.3
1696494,1.6,5.7
1697717,24.5,13.3
1466546,15.7,3.9
1745981,11.5,16.8
1595853,-18.2,-12.7
1232395,-2.3,65.3
1768635,-5.0,-2.5
1619724,-25.5,4.3
1468428,-23.1,7.7
1577774,0.2,2.2
1631185,-3.8,-1.2
1478215,10.8,13.9
1802696,11.2,14.4
1263508,0.1,-2.5
809443,22.7,124.1
1654344,30.4,31.7
1697728,-12.4,-10.7
1722084,9.2,17.8
1596077,-5.1,-0.3
748054,-6.8,6.8
1541211,-0.6,7.0
1577773,12.1,14.1
1461790,-5.5,183.0
1753219,4.4,6.6
1350660,4.0,6.0
1807328,3.0,13.2
1350694,-1.5,-7.9
1278178,-12.4,-14.8
1325091,-12.3,32.7
898202,-47.5,-9.4
859139,-6.5,-5.6
1484265,19.3,19.1
1505708,6.6,68.2
1650373,18.4,8.8
1050442,-7.7,-5.9
1703556,-5.8,-2.4
1602730,13.3,26.8
1800556,15.2,28.7
1705655,-12.6,-9.4
1695078,4.2,15.9
1766909,12.2,17.4
1592616,-3.8,-23.1
1446179,30.2,12.2
1802691,1.2,4.3
1172036,-4.3,-0.3
1384042,1.4,9.8
1061768,-4.4,-8.5
1631943,34.5,49.1
825217,0.8,11.4
1078013,8.8,71.7
1123803,8.6,12.9
1573311,12.8,16.0
842775,4.2,7.6
1728120,34.2,38.7
1659203,26.7,29.0
1089911,-1.3,8.4
1255858,-34.3,-25.9
1104883,-10.1,-8.2
1800752,27.7,39.3
1145020,-23.8,-17.6
1767217,-5.2,0.9
1667391,44.2,167.0
1798849,-2.6,-14.2
1600435,-14.2,-12.5
1800938,147.4,164.5
1771524,0.9,-15.6
1583104,-0.4,53.8
1761742,7.3,25.2
1425845,1.1,4.7
1749914,-3.8,-0.5
1801674,132.0,173.5
1315269,-6.1,-0.6
1742998,-1.6,21.0
1697719,3.9,7.9
1635342,1.4,5.0
1107261,-7.7,-10.2
1696899,86.5,12.9
1018561,25.2,44.8
1799957,-3.3,0.2
1425041,-12.1,-13.4
1479598,28.6,35.3
1766907,31.4,36.1
1426092,-5.6,-3.4
1653168,-3.3,12.9
1803329,-0.7,0.1
752365,-6.5,-2.6
1314377,-0.6,43.4
1721608,36.5,40.0
1732811,52.4,78.6
1511550,0.1,2.9
1014358,2.9,14.9
1443095,6.6,11.1
318989,5.7,83.1
1128286,-4.6,5.8
1802459,3.9,10.1
1557513,-15.8,-9.7
1562855,30.0,77.2
1319691,-16.0,-19.9
1512910,25.4,84.0
1063497,-18.1,-19.5
1317961,-16.0,-14.5
1529735,10.8,146.1
1082509,10.6,22.7
1629984,-3.6,-4.9
1802654,-3.0,12.9
1593365,-35.8,-74.6
1548392,-3.2,-0.6
1725297,14.1,27.8
837980,-8.4,12.7
1512944,0.9,4.7
1757617,47.8,4.4
1170152,-15.1,-12.1
1056516,36.6,-14.4
1390043,89.4,0.0
1802290,9.8,11.1
1065350,2.3,2.3
1731061,42.9,49.6
1812492,2.2,7.2
1341748,-6.2,54.3
1748861,17.5,20.8
1619779,-9.2,-5.0
1800533,-1.2,-12.6
1762997,38.2,32.5
1491719,2.0,12.8
1604831,-14.9,-55.3
1772937,21.4,20.6
1713558,10.9,14.2
860644,12.0,12.3
1373017,3.0,11.5
1562230,19.8,8.7
1538846,-11.4,-11.2
919538,-20.6,123.0
1539994,-6.7,-4.3
1634208,17.9,17.0
1767049,16.3,22.0
1729869,8.3,11.3
1418359,-15.4,7.7
923469,-17.8,-14.7
1726673,1.8,3.5
1727593,6.9,10.2
1633227,-3.9,13.7
1513865,-1.4,33.4
1657134,46.0,75.0
1434997,-2.5,23.9
1740839,-5.6,-2.0
1568190,10.0,-6.2
1680964,22.2,25.3
3520,-13.0,19.2
1477836,-32.5,-26.9
1454288,-13.9,32.3
1089710,-2.0,-7.2
1286295,-33.8,-31.6
1054074,1.4,-12.4
1766157,4.2,7.4
1541617,23.8,13.7
1801881,1.0,6.0
1055951,-11.7,18.8
1482799,-9.8,42.8
1086555,10.1,71.4
1079161,-56.6,-53.7
860643,-9.3,-2.2
873630,-2.2,34.3
1207017,-5.5,-14.4
1086131,-13.1,-18.2
1600698,142.3,207.6
1732621,49.1,27.4
1549641,12.1,21.3
1729269,6.5,12.4
1643354,17.1,-10.8
1800502,5.1,7.8
1008937,-4.0,15.7
1668189,11.9,60.3
1718982,-10.4,-12.1
1632105,2.4,4.9
1053055,6.1,9.0
1603470,-29.3,-29.1
938487,-7.8,-9.7
1592828,37.2,35.3
1021223,7.1,6.8
1317904,150.0,85.3
1705265,1.6,14.4
1533457,15.0,4.9
16972,-6.6,-2.3
1462525,-12.0,-13.5
1347683,-6.1,-2.2
1300978,-7.1,-21.5
1051359,-10.7,-10.8
1373442,43.4,40.0
1092351,-14.9,-5.3
1542606,-4.0,-2.6
1647363,14.8,30.0
1441559,-28.4,-32.3
1765387,4.4,330.8
1468685,83.8,86.1
1803146,61.5,71.7
1287978,-7.3,86.9
1689646,13.4,14.9
1767040,-7.1,-3.2
1631773,0.1,36.8
1633024,13.0,15.0
1052174,-9.5,-12.2
1672070,9.2,-2.0
1691827,24.8,7.5
1569241,4.8,6.3
1661655,48.3,9.2
1598340,3.5,0.1
1777817,8.2,14.5
1566494,14.2,17.5
314984,-0.2,3.0
1512171,19.1,17.1
1542265,16.2,18.5
920440,8.6,9.4
1313792,-8.4,-4.4
1713936,23.2,39.7
1569884,0.2,1.7
1262677,-6.4,-2.1
1289643,70.8,112.9
1740837,39.2,26.3
1454424,-6.4,-2.3
1767843,93.8,205.4
1599054,7.9,67.7
1598186,27.1,35.4
1588539,12.0,111.3
1631353,59.7,16.9
1704132,-10.0,-8.3
1081198,-5.2,0.5
1790837,6.8,11.3
1585828,3.6,11.0
1569205,17.5,15.9
1599813,6.0,9.8
1730551,-1.2,0.2
1635999,6.7,19.8
1569453,-1.1,0.3
1641440,3.8,6.1
1634083,0.2,30.6
1538037,-7.1,307.8
1617201,15.3,17.4
1054233,-7.3,1.7
1765595,8.5,20.1
1449126,2.3,3.9
1482171,-8.7,7.5
1665077,75.7,68.9
1806226,-10.1,-4.1
1803566,0.3,19.6
945631,-11.1,-5.2
1085163,9.2,8.6
1352776,54.3,-5.2
1589282,13.7,29.7
1729443,3.3,8.6
1800328,23.5,26.2
1699803,-21.4,-18.5
913414,-3.8,1.8
1767699,-24.7,40.0
1315421,17.3,215.4
1598304,16.6,18.7
869589,13.1,18.1
1556245,5.0,7.8
1731448,-1.2,-1.2
1681662,35.5,111.6
1475373,3.2,15.2
1819695,-0.2,3.7
936939,-27.7,-29.8
1615135,-17.3,37.0
1739877,-2.2,1.1
947996,-11.5,-8.7
707179,5.2,0.5
1107075,-7.0,15.3
1698777,-9.9,20.2
1558313,18.2,77.5
1279627,7.0,50.3
1641447,75.7,152.8
1688511,6.9,28.2
1037792,-13.9,-17.7
1599814,13.0,22.6
1328331,-6.9,57.2
1082970,-8.1,-11.2
1575239,23.6,113.7
1484047,-7.4,-5.7
1055544,-1.1,3.2
1627003,64.7,21.1
1352924,9.4,106.3
1748814,10.6,28.4
1781942,17.6,24.1
1607636,0.9,6.9
1578370,1.7,14.0
1690717,-15.3,-14.8
1752579,0.7,-0.5
846797,-2.6,-0.5
1021258,-4.5,0.8
820743,-30.5,-31.4
1549408,-0.7,5.2
1665887,143.8,-0.3
1569833,-7.4,-0.8
1567195,8.0,15.2
1729212,8.5,10.0
1575662,-7.6,-4.0
1733788,1.8,13.0
1013538,-7.4,-8.3
1731446,65.1,62.6
1768089,1.4,7.3
1106191,-10.5,-4.5
1484085,4.6,56.7
1387615,-8.0,-5.9
1483066,52.3,28.7
1474069,27.1,101.3
1569650,-13.3,7.8
1050464,12.8,21.1
1670104,34.7,36.8
1599822,87.6,118.2
1346378,0.1,4.7
1722638,2.9,2.8
1804329,43.0,44.6
1559832,5.3,9.3
1096783,2.3,7.4
820123,28.3,10.9
1802816,2.6,9.1
1165408,-8.6,0.9
932752,-28.2,-28.7
1446194,7.9,17.7
1783412,13.3,34.7
1800745,4.5,1.1
1664503,2.0,8.5
1595082,27.8,17.2
1630243,11.5,7.6
1664193,51.8,52.0
1667140,-2.8,-0.4
1592405,20.2,16.7
908431,-13.5,-1.2
1424177,-4.9,-0.2
1159457,9.4,0.3
820124,-18.7,-15.8
912160,-9.8,-3.6
1469528,23.1,22.8
1317724,-12.6,-11.9
1675688,7.3,33.6
1581811,-7.0,-10.2
1085393,-13.6,21.6
1657980,1.9,4.0
1748240,2.7,17.5
1729045,-5.0,2.7
1697791,-4.3,-1.8
1352526,0.4,2.3
1453415,2.8,0.7
1317784,-6.5,-2.5
1567752,-23.2,83.3
1006249,4.3,-4.3
1579668,19.8,22.7
92230,54.1,26.8
1386935,8.5,214.8
1777469,60.9,121.7
1727917,7.2,11.7
1596461,-2.2,-14.3
887402,12.7,347.4
1039807,-6.5,-3.8
1666664,0.7,19.9
1280511,44.8,-28.1
1584362,-26.3,-10.8
1789382,6.4,14.0
1556218,1.5,8.3
1535578,-14.8,7.7
914208,-5.6,-10.1
1479983,-14.9,-23.8
1021008,-2.9,0.6
1569099,8.8,9.5
40729,11.8,8.3
1259887,-2.9,-2.4
1439805,-10.4,-18.7
1567755,56.0,27.7
810716,-4.3,-2.2
1387814,-38.0,-54.8
1116992,-25.9,-24.8
1627608,48.0,80.4
1697796,69.1,5.5
1506796,-6.3,-3.4
1759751,-7.4,-2.1
1129919,-18.2,-13.5
1115941,-17.6,10.6
1364615,14.1,-2.8
1715228,21.4,28.6
1599882,5.8,5.3
1134007,-24.2,-22.8
1428948,18.1,23.8
1323119,125.0,3.9
1720336,15.7,276.1
928633,-0.5,6.3
1650301,24.9,32.9
1748278,9.1,11.5
1139986,-3.0,1.0
1091961,-0.4,2.7
808722,-22.1,46.0
1135121,176.3,281.2
1539948,9.1,17.2
1326234,18.2,24.3
1068809,-40.0,44.3
1034188,-1.8,-3.1
1540141,-2.9,-0.9
1597549,1.5,-20.5
1352187,11.9,348.3
1686242,0.2,384.9
1687156,-0.0,0.2
837592,-4.6,-1.5
1729848,-8.9,72.0
1333978,11.9,9.2
831457,2.5,5.1
1773830,4.2,6.8
1607239,-0.5,48.1
1102598,24.6,-8.5
1610880,1.1,41.6
1438129,26.1,5.3
1518235,48.6,19.9
1016683,-4.6,0.3
1689007,13.3,12.1
884414,-1.1,-2.4
1061187,-24.7,-28.0
1099762,10.3,14.0
1305841,-13.1,3.8
1512991,22.2,6.8
1443689,-24.8,-14.8
1803397,5.0,13.2
726854,2.7,6.0
1767601,24.2,30.0
1569064,3.9,16.7
1797873,7.7,11.9
1767433,4.2,20.2
1585047,60.8,-1.3
1759760,56.4,100.8
1025835,-6.7,-4.1
1076598,-1.3,1.2
1096978,8.5,33.6
1036248,-14.4,-12.6
49205,-2.2,-0.9
1563592,25.7,55.7
1065349,108.3,5.7
1574717,5.4,22.9
1668155,0.7,16.9
1009005,-12.6,-9.3
860662,9.0,-16.6
1653926,2.7,21.7
1773206,34.9,20.1
1167553,-27.1,-10.2
1738902,7.6,-2.6
1014315,-9.5,143.3
1616525,-10.2,-26.5
1534468,18.2,9.2
1126735,-1.4,191.6
1483467,0.2,4.0
1729428,8.9,12.4
1351950,-8.4,-5.5
1637460,-5.8,-11.4
1389974,-19.9,-48.1
934639,-13.4,-15.0
1540945,-15.2,-30.9
1803156,-5.9,-7.9
1541897,8.9,7.9
1763404,-8.8,-6.8
1767898,3.2,8.1
1553936,-4.0,-4.1
1801265,47.3,40.4
1106590,-8.9,6.1
1804717,6.4,7.0
1689232,2.6,4.5
1731275,-1.0,1.8
1743404,57.7,59.8
1606720,61.8,46.5
1595077,17.5,11.7
1731216,7.9,15.7
1277779,-18.7,-9.0
1749768,12.8,2.3
1567738,11.4,14.0
1108831,-16.4,-19.0
1766929,55.6,12.0
1725888,-6.5,6.5
733986,27.5,32.6
1802013,-0.9,6.3
1132356,-0.6,2.1
1767457,-13.4,-14.6
1034771,1.1,7.9
1483060,-13.2,10.5
1784093,5.6,8.2
9631,-5.3,35.1
1399386,-4.9,-2.3
1426083,34.7,41.8
1009254,-0.7,5.8
1632972,70.6,41.6
1340614,-19.5,-13.7
1739878,-7.3,7.2
1103882,-5.8,382.3
1595880,18.0,22.4
1800911,-0.8,0.9
1766788,-14.6,-12.5
811808,5.1,39.7
1567397,28.6,24.8
1771169,-1.1,2.9
1137429,-11.4,24.5
944388,-0.2,-12.4
1737112,10.1,14.2
1747057,15.3,21.4
1697398,41.6,17.2
1026081,-14.1,-12.0
1106500,-19.5,-19.6
1140315,30.6,54.9
1633050,1.4,38.6
1052100,-17.4,70.6
1651424,30.6,26.7
1731447,6.1,7.7
1667146,7.8,5.7
1565854,15.8,15.1
1089755,-26.5,-31.1
1632512,-1.2,1.7
1593387,21.1,53.9
1318103,-8.0,-10.4
1631738,-1.8,7.4
1599212,2.2,8.4
1513211,-2.3,6.8
1158583,0.1,2.3
1313978,-0.7,60.2
1616328,10.2,20.0
1524493,-2.8,-4.2
1544576,25.4,24.3
1123812,53.2,8.1
1393825,21.7,52.0
861176,-8.0,17.4
1483864,135.2,-2.6
1709622,85.4,29.9
1800916,-1.8,331.7
1504404,-0.4,12.1
1093694,-3.4,-6.1
1681004,-1.3,8.8
1739043,20.4,25.0
1141802,31.9,17.1
1443077,-0.5,26.0
98758,0.5,2.3
764611,5.4,8.5
1794034,1.1,11.5
1569667,-6.6,-3.2
1775391,3.4,9.8
1097833,-17.7,-12.8
1727342,1.7,5.2
1766918,9.7,14.5
1228242,-10.4,-9.6
1390205,-3.7,-2.7
1531721,-0.7,25.8
1162870,-28.5,-12.8
1729677,11.3,3.6
1706836,10.9,13.2
1599016,-2.6,0.6
1565061,17.1,50.2
801051,-2.4,1.4
1234074,-24.6,48.5
1424381,-1.2,-7.7
1765594,8.4,22.1
860862,-13.8,-25.0
1697953,16.6,16.0
1620220,10.2,10.9
1803593,27.9,26.2
1131181,45.5,28.3
1569036,82.2,6.2
1587114,19.8,86.4
1569452,43.1,70.7
868491,-27.6,-25.3
1510809,1.8,72.5
1463217,12.4,10.0
1505183,2.4,1.8
933482,-6.4,-4.0
1633862,4.4,6.6
