cik,alpha,beta,ariMeanRt,geoMeanRt,cagr,sharpe,sortino,annVol,maxDD,annExcessReturn,TE,IR
1569453,0.3,1.141,13.2,13.8,11.6,0.539,1.27,20.8,-15.8,1.7,7.1,0.239
1641440,6.1,0.665,14.2,15.0,14.0,0.93,1.358,13.2,-16.87,3.1,5.5,0.564
1634083,30.6,-0.108,31.6,35.5,1.7,0.258,1.084,114.6,-47.75,19.7,57.8,0.341
1538037,307.8,-7.085,214.3,456.4,13.0,0.364,4.084,583.0,-93.96,198.9,292.7,0.68
1617201,17.4,0.945,28.7,32.0,-7.5,0.299,0.657,89.3,-60.03,16.8,44.2,0.38
1054233,1.7,0.894,13.0,13.6,13.1,1.115,3.72,9.8,-4.98,0.6,3.3,0.182
1765595,20.1,0.586,27.8,30.9,25.6,0.905,1.029,28.6,-34.54,16.1,14.1,1.142
1449126,3.9,1.439,19.2,20.6,17.6,0.726,1.644,23.7,-23.98,7.9,8.2,0.963
1482171,7.5,1.099,20.6,22.3,17.5,0.637,1.422,29.2,-24.73,8.5,12.9,0.659
1665077,68.9,-0.035,70.5,91.4,18.5,0.589,1.651,116.2,-58.79,56.9,58.5,0.973
1806226,-4.1,0.578,4.0,4.1,2.4,0.111,0.297,18.3,-17.67,-8.7,9.0,-0.967
1803566,19.6,1.919,40.9,47.6,29.5,0.718,1.102,54.2,-47.57,28.8,24.9,1.157
945631,-5.2,0.813,4.9,5.0,1.5,0.115,0.211,25.1,-36.28,-7.0,11.6,-0.603
1085163,8.6,0.893,19.5,21.0,14.1,0.401,1.003,43.6,-34.99,7.5,20.9,0.359
1352776,-5.2,0.749,4.0,4.0,1.2,0.086,0.189,22.7,-36.29,-7.6,10.6,-0.717
1589282,29.7,-0.091,30.8,34.5,24.2,0.69,1.158,41.7,-42.2,19.1,21.9,0.872
1729443,8.6,0.851,19.7,21.2,19.4,1.022,1.412,17.3,-18.48,7.0,5.4,1.296
1800328,26.2,4.929,87.4,120.4,53.6,0.724,1.524,118.0,-64.09,73.4,56.0,1.311
1699803,-18.5,1.153,-4.8,-4.7,-9.6,-0.228,-0.222,29.9,-37.19,-17.0,12.2,-1.393
913414,1.8,0.428,7.7,7.9,7.2,0.502,0.971,11.3,-11.3,-3.4,6.2,-0.548
1767699,40.0,11.682,202.6,415.0,4.3,0.479,4.419,418.8,-74.61,186.8,205.5,0.909
1315421,215.4,2.188,239.6,553.8,6.0,0.52,4.168,457.4,-93.23,227.5,228.4,0.996
1598304,18.7,1.289,33.3,37.6,29.1,0.793,1.555,39.4,-31.11,21.5,18.0,1.194
869589,18.1,1.147,31.5,35.4,31.9,1.139,4.647,25.9,-10.37,19.5,10.2,1.912
1556245,7.8,1.175,21.2,22.9,20.6,0.961,2.132,19.9,-18.06,9.5,7.1,1.338
1731448,-1.2,2.701,28.1,31.2,13.1,0.484,0.756,53.8,-66.05,16.0,22.0,0.727
1681662,111.6,0.427,117.8,180.8,12.6,0.663,2.671,174.6,-82.72,106.0,87.3,1.214
1475373,15.2,0.754,24.7,27.0,3.8,0.304,0.739,74.6,-61.71,12.8,37.1,0.345
1819695,3.7,0.909,13.4,14.1,13.5,1.029,10.567,11.1,-4.42,3.0,2.2,1.364
936939,-29.8,1.723,-11.5,-11.0,-13.6,-0.574,-0.78,23.5,-27.12,-22.9,9.1,-2.516
1615135,37.0,2.596,63.0,79.5,-3.7,0.382,1.263,159.6,-70.84,51.8,78.7,0.658
1739877,1.1,0.841,11.9,12.4,10.7,0.552,1.173,17.9,-15.64,-0.6,6.5,-0.092
947996,-8.7,0.823,1.3,1.3,-1.3,-0.032,0.057,22.9,-26.86,-10.4,10.2,-1.02
707179,0.5,1.542,18.4,19.7,8.7,0.341,0.855,48.1,-33.21,6.1,22.3,0.274
1107075,15.3,0.314,21.4,23.2,11.2,0.428,0.956,45.3,-37.4,6.3,23.1,0.273
1698777,20.2,0.345,25.4,27.9,0.7,0.267,0.608,87.5,-59.76,14.2,43.9,0.323
1558313,77.5,2.773,110.6,165.6,27.2,0.515,2.654,211.1,-69.47,97.4,104.4,0.933
1279627,50.3,2.593,78.2,104.2,31.4,0.472,2.048,161.5,-73.63,66.2,79.8,0.83
1641447,152.8,9.069,247.9,588.2,29.6,0.664,4.203,370.2,-79.53,235.6,182.8,1.289
1688511,28.2,0.757,38.2,44.0,19.7,0.496,1.296,72.9,-44.71,25.6,36.2,0.707
1037792,-17.7,1.863,2.7,2.7,-5.3,0.016,0.088,39.6,-37.27,-9.2,17.0,-0.541
1599814,22.6,0.177,26.3,29.0,12.2,0.438,0.89,55.5,-58.75,14.6,28.2,0.518
1328331,57.2,0.245,62.3,78.4,-39.1,0.329,1.164,183.4,-83.37,47.7,91.9,0.519
1082970,-11.2,0.782,-0.8,-0.8,-1.7,-0.201,-0.171,13.9,-11.76,-13.6,6.4,-2.125
1575239,113.7,-1.266,104.0,152.1,38.5,0.463,2.285,220.3,-84.93,92.8,110.7,0.838
1484047,-5.7,1.373,9.7,10.1,4.4,0.241,0.399,31.9,-41.45,-2.1,14.0,-0.15
1055544,3.2,0.998,15.5,16.5,14.9,0.777,1.944,17.4,-11.16,3.2,6.3,0.508
1627003,21.1,0.822,32.2,36.3,13.3,0.451,0.955,67.0,-41.34,19.1,33.1,0.577
1352924,106.3,0.629,114.6,174.0,41.9,0.472,4.855,238.4,-44.89,102.6,119.2,0.861
1748814,28.4,1.412,44.0,51.8,18.5,0.493,1.371,85.1,-40.62,32.4,41.0,0.79
1781942,24.1,1.091,40.1,46.5,42.1,1.344,7.991,28.3,-5.86,25.3,11.9,2.126
1607636,6.9,0.852,17.0,18.1,17.1,1.134,2.287,13.2,-12.49,5.5,4.4,1.25
1578370,14.0,1.184,27.5,30.4,12.7,0.465,0.838,54.8,-54.98,15.8,26.3,0.601
1690717,-14.8,0.818,-4.3,-4.2,-7.1,-0.274,-0.238,23.0,-38.91,-16.7,10.4,-1.606
1752579,-0.5,1.17,14.8,15.6,10.4,0.403,1.01,31.8,-22.36,1.4,13.1,0.107
846797,-0.5,0.637,8.3,8.6,7.1,0.375,0.679,16.7,-23.6,-4.4,7.6,-0.579
1021258,0.8,1.192,14.6,15.4,3.0,0.261,0.417,48.3,-58.97,2.7,22.8,0.118
820743,-31.4,1.602,-13.9,-13.2,-16.3,-0.596,-0.862,26.6,-35.51,-25.5,10.0,-2.55
1549408,5.2,1.212,18.9,20.3,-1.1,0.238,0.683,71.1,-48.39,7.3,34.8,0.21
1665887,-0.3,1.967,23.5,25.7,6.3,0.367,0.709,58.7,-49.92,10.4,27.3,0.381
1569833,-0.8,0.949,10.6,11.0,7.9,0.345,0.845,25.0,-18.06,-1.3,11.1,-0.117
1567195,15.2,1.411,31.4,35.3,13.5,0.421,1.231,69.9,-46.86,19.3,34.0,0.568
1729212,10.0,1.608,28.6,31.8,25.8,0.856,1.038,31.1,-34.88,16.3,11.5,1.417
1575662,-4.0,1.799,17.5,18.7,14.6,0.547,1.166,28.4,-23.25,4.7,10.4,0.452
1733788,13.0,1.367,27.5,30.5,26.8,1.006,1.828,25.4,-21.94,16.4,8.3,1.976
1013538,-8.3,1.057,4.8,4.9,3.2,0.159,0.298,17.7,-25.32,-7.7,6.4,-1.203
1731446,62.6,1.873,83.2,112.9,93.5,1.425,6.911,57.0,-15.02,71.3,25.8,2.764
1768089,7.3,1.219,22.0,23.9,20.8,0.865,2.038,23.1,-19.26,9.6,6.0,1.6
1106191,-4.5,0.593,3.3,3.3,-4.1,0.032,0.153,39.7,-38.52,-8.4,19.7,-0.426
1484085,56.7,1.408,73.1,95.7,16.6,0.371,1.66,191.8,-72.93,60.9,95.5,0.638
1387615,-5.9,0.9,4.8,4.9,4.0,0.215,0.443,13.0,-20.38,-6.9,3.5,-1.971
1483066,28.7,1.307,43.2,50.7,23.1,0.357,4.568,115.4,-18.82,31.6,57.3,0.551
1474069,101.3,0.091,104.8,153.6,65.7,1.049,2.285,97.9,-75.13,86.5,49.8,1.737
1569650,7.8,1.3,23.1,25.2,10.2,0.416,0.771,50.7,-60.2,10.9,24.1,0.452
1050464,21.1,3.347,56.2,69.2,8.4,0.428,1.511,126.5,-58.9,44.3,61.7,0.718
1670104,36.8,1.509,55.2,67.7,55.0,1.068,6.118,49.8,-14.19,42.3,23.1,1.831
1599822,118.2,4.691,166.8,303.1,34.7,0.661,3.183,249.4,-86.13,154.9,123.4,1.255
1346378,4.7,1.888,25.4,27.9,17.8,0.505,1.088,46.4,-48.46,13.5,21.2,0.637
1722638,2.8,1.12,14.9,15.7,14.4,0.818,1.745,15.7,-13.28,3.9,2.7,1.444
1804329,44.6,1.607,67.1,86.0,73.1,1.497,3.029,43.5,-27.47,52.4,19.0,2.758
1559832,9.3,0.595,17.2,18.3,16.3,0.754,2.453,20.1,-10.79,5.2,9.7,0.536
1096783,7.4,0.558,15.0,15.8,15.0,1.039,2.076,12.5,-11.51,3.0,6.0,0.5
820123,10.9,2.947,41.8,48.9,17.2,0.377,1.23,105.8,-70.17,30.0,51.4,0.584
1802816,9.1,0.854,22.7,24.7,23.5,1.436,11.797,14.4,-3.61,7.1,4.9,1.449
1165408,0.9,0.766,10.4,10.8,9.2,0.486,0.741,17.3,-23.64,-1.4,7.6,-0.184
932752,-28.7,1.524,-10.5,-10.1,-11.0,-0.911,-1.274,13.8,-14.78,-23.1,4.3,-5.372
1446194,17.7,0.996,29.5,33.0,4.5,0.339,0.856,81.3,-52.35,17.6,40.2,0.438
1783412,34.7,0.524,40.4,46.9,29.0,0.68,1.125,56.5,-48.86,31.3,28.3,1.106
1800745,1.1,0.831,11.3,11.7,9.0,0.425,0.624,21.8,-24.84,-0.5,9.8,-0.051
1664503,8.5,0.595,19.5,20.9,20.5,1.878,4.281,9.3,-5.45,2.4,4.2,0.571
1595082,17.2,2.185,41.1,47.9,5.7,0.357,1.217,109.6,-56.75,29.1,53.6,0.543
1630243,7.6,2.169,33.7,38.3,26.6,0.714,1.844,44.4,-30.77,20.6,19.0,1.084
1664193,52.0,0.085,54.9,67.3,28.1,0.562,1.886,94.1,-45.06,42.5,47.5,0.895
1667140,-0.4,0.742,9.8,10.1,8.1,0.396,0.943,19.6,-15.68,-3.2,8.6,-0.372
1592405,16.7,1.233,27.9,30.9,14.9,0.42,1.404,61.5,-33.89,18.4,30.1,0.611
908431,-1.2,0.935,9.9,10.3,8.4,0.427,0.61,18.6,-30.93,-1.9,7.7,-0.247
1424177,-0.2,3.235,32.9,37.1,17.9,0.371,2.563,83.3,-23.22,21.3,38.9,0.548
1159457,0.3,0.591,7.7,8.0,6.9,0.418,0.6,13.7,-14.08,-3.5,6.6,-0.53
820124,-15.8,1.002,-4.0,-4.0,-5.4,-0.362,-0.328,16.7,-27.34,-15.8,5.7,-2.772
912160,-3.6,0.972,7.4,7.6,5.6,0.275,0.587,19.7,-18.6,-3.9,7.8,-0.5
1469528,22.8,1.874,43.4,51.0,30.7,0.758,1.111,54.6,-67.45,31.5,25.4,1.24
1317724,-11.9,1.792,8.7,9.0,3.8,0.201,0.604,33.3,-23.36,-3.7,13.3,-0.278
1675688,33.6,1.986,56.3,69.3,7.9,0.437,1.949,124.3,-54.3,43.9,61.1,0.718
1581811,-10.2,1.723,8.8,9.1,3.3,0.204,0.438,33.5,-39.05,-3.1,13.3,-0.233
1085393,21.6,1.674,40.1,46.5,14.2,0.313,2.029,121.8,-36.65,28.2,60.2,0.468
1657980,4.0,1.128,16.9,18.1,14.7,0.604,1.186,24.8,-17.56,5.2,9.1,0.571
1748240,17.5,0.812,30.5,34.1,-9.5,0.294,0.969,96.8,-51.72,14.9,48.2,0.309
1729045,2.7,1.118,15.2,16.1,13.9,0.651,1.496,20.3,-14.02,3.9,5.4,0.722
1697791,-1.8,1.0,9.1,9.4,7.7,0.411,0.545,17.3,-27.48,-1.8,6.3,-0.286
1352526,2.3,1.152,15.2,16.1,14.1,0.644,1.829,20.5,-14.85,3.8,7.8,0.487
1453415,0.7,1.379,17.0,18.1,-8.2,0.225,0.409,66.5,-68.57,4.6,32.8,0.14
1317784,-2.5,1.157,10.8,11.3,7.9,0.357,0.532,24.7,-28.98,-1.0,10.2,-0.098
1567752,83.3,3.27,122.4,191.0,15.7,0.393,3.622,306.1,-66.9,109.1,152.3,0.716
1006249,-4.3,0.641,3.4,3.5,3.0,0.141,0.468,10.3,-8.1,-7.6,4.6,-1.652
1579668,22.7,0.184,27.0,29.9,19.4,0.576,1.479,43.4,-30.21,12.5,22.2,0.563
92230,26.8,3.898,68.7,88.4,36.1,0.489,2.801,136.3,-48.1,56.4,66.0,0.855
1386935,214.8,6.693,278.4,727.6,19.3,0.379,4.88,729.8,-96.77,267.2,364.2,0.734
1777469,121.7,6.644,198.4,401.0,62.9,0.751,3.683,261.5,-81.26,185.2,128.6,1.44
1727917,11.7,0.759,20.9,22.5,21.6,1.469,2.743,12.8,-10.14,9.5,3.9,2.436
1596461,-14.3,1.039,0.0,0.0,-2.0,-0.099,-0.044,19.9,-18.5,-13.9,9.0,-1.544
887402,347.4,7.375,416.6,1636.7,81.9,0.437,8.748,948.5,-74.4,405.4,473.8,0.856
1039807,-3.8,1.118,9.8,10.2,9.1,0.541,1.211,14.5,-11.51,-2.6,3.0,-0.867
1666664,19.9,5.871,87.0,119.6,9.4,0.346,2.111,245.8,-69.12,73.9,120.7,0.612
1280511,-28.1,1.391,-11.0,-10.6,-24.3,-0.241,-0.311,54.0,-64.56,-23.9,26.0,-0.919
1584362,-10.8,1.195,4.5,4.6,3.0,0.14,0.375,18.2,-14.99,-8.6,7.9,-1.089
1789382,14.0,0.829,26.8,29.6,26.8,1.082,4.444,22.9,-7.6,11.8,10.2,1.157
1556218,8.3,0.96,20.0,21.6,17.6,0.62,1.645,29.1,-20.64,7.9,13.2,0.598
1535578,7.7,0.759,16.9,18.0,-18.4,0.159,0.416,94.1,-67.68,5.3,46.9,0.113
914208,-10.1,0.882,0.5,0.5,-16.7,-0.025,-0.001,61.6,-62.83,-11.3,30.4,-0.372
1479983,-23.8,0.853,-14.1,-13.4,-29.1,-0.288,-0.419,55.8,-67.07,-25.1,27.4,-0.916
1021008,0.6,1.209,14.2,15.0,12.4,0.571,0.763,21.4,-31.91,2.6,7.5,0.347
1569099,9.5,0.516,16.4,17.5,16.6,1.11,2.44,13.0,-10.01,4.9,6.5,0.754
40729,8.3,0.004,10.3,10.7,-0.9,0.165,0.405,50.2,-41.2,-1.3,25.8,-0.05
1259887,-2.4,1.022,9.8,10.2,8.6,0.445,1.097,17.6,-18.31,-2.2,6.4,-0.344
1439805,-18.7,2.944,14.6,15.4,-1.8,0.175,0.552,71.8,-43.34,1.9,32.2,0.059
1567755,27.7,1.04,40.2,46.6,36.4,0.96,1.574,39.8,-43.16,28.1,18.5,1.519
810716,-2.2,1.073,13.1,13.7,12.2,0.661,0.898,16.7,-23.32,-1.3,4.9,-0.265
1387814,-54.8,0.349,-48.9,-40.6,-45.3,-1.548,-1.601,32.9,-45.2,-62.0,16.6,-3.735
1116992,-24.8,1.507,-10.8,-10.4,-14.5,-0.449,-0.571,28.5,-40.75,-20.8,12.1,-1.719
1627608,80.4,2.189,105.2,154.4,-3.6,0.502,2.538,205.7,-81.35,92.8,102.0,0.91
1697796,5.5,0.276,10.1,10.5,4.2,0.247,0.398,33.0,-45.61,-1.5,17.2,-0.087
1506796,-3.4,1.002,7.4,7.6,6.3,0.343,0.793,15.6,-18.0,-3.4,5.1,-0.667
1759751,-2.1,1.435,13.4,14.1,10.2,0.433,0.687,26.4,-24.41,2.0,7.4,0.27
1129919,-13.5,1.758,5.9,6.1,1.8,0.142,0.264,27.5,-38.06,-6.0,10.1,-0.594
1115941,10.6,0.599,19.9,21.4,10.3,0.321,1.207,55.6,-27.68,5.8,27.7,0.209
1364615,-2.8,1.46,16.8,17.9,6.1,0.412,0.295,36.0,-72.28,2.8,15.4,0.182
1715228,28.6,0.809,37.6,43.3,19.7,0.501,1.28,71.1,-54.27,26.9,35.1,0.766
1599882,5.3,1.232,19.5,20.9,9.6,0.359,0.813,48.6,-36.72,7.6,23.0,0.33
1134007,-22.8,1.387,-7.1,-6.9,-11.7,-0.282,-0.461,32.2,-31.79,-19.0,14.0,-1.357
1428948,23.8,1.182,37.9,43.6,42.3,2.387,7.183,15.0,-4.92,25.6,5.4,4.741
1323119,3.9,1.053,15.9,16.9,15.3,0.793,1.709,17.5,-17.53,4.4,6.0,0.733
1720336,276.1,-3.091,229.1,511.7,146.3,0.722,22.677,314.3,-30.75,211.2,158.4,1.333
928633,6.3,0.967,17.9,19.1,17.3,0.88,2.049,18.1,-14.75,6.0,6.8,0.882
1650301,32.9,0.984,44.8,52.8,18.8,0.507,2.009,84.3,-34.0,32.8,41.7,0.787
1748278,11.5,1.072,24.7,27.0,25.2,1.274,3.231,17.8,-12.72,12.3,3.4,3.618
1139986,1.0,1.982,29.5,33.0,26.0,0.809,1.453,34.0,-31.89,14.1,11.3,1.248
1091961,2.7,0.603,10.4,10.8,10.2,0.775,1.725,10.8,-9.19,-1.0,4.7,-0.213
808722,46.0,2.474,80.2,107.6,-1.2,0.33,2.515,237.1,-55.59,65.2,118.0,0.553
1135121,281.2,0.407,288.1,775.8,98.6,0.655,5.194,436.8,-89.74,274.1,218.4,1.255
1539948,17.2,0.716,26.2,28.9,16.3,0.507,0.898,47.7,-47.73,14.4,23.5,0.613
1326234,24.3,1.517,41.0,47.8,40.3,1.065,2.239,36.6,-29.43,29.3,16.4,1.787
1068809,44.3,-6.174,4.7,4.8,-49.1,0.021,0.089,126.8,-65.46,-4.1,65.1,-0.063
1034188,-3.1,1.269,11.3,11.8,10.5,0.587,1.303,15.9,-10.43,-0.5,6.2,-0.081
1540141,-0.9,1.189,12.3,12.8,11.6,0.679,1.361,15.1,-10.97,0.8,5.6,0.143
1597549,-20.5,2.385,4.4,4.5,-28.7,0.031,0.089,77.4,-75.84,-7.2,38.0,-0.189
1352187,348.3,7.244,425.4,1712.9,22.8,0.32,10.464,1324.0,-77.18,413.0,661.7,0.624
1686242,384.9,10.358,495.4,2411.1,13.1,0.393,9.924,1255.4,-94.99,482.9,627.0,0.77
1687156,0.2,1.353,15.6,16.5,14.3,0.657,1.812,20.7,-14.62,3.7,6.5,0.569
837592,-1.5,1.0,10.7,11.1,10.0,0.612,1.021,14.1,-19.34,-1.5,3.4,-0.441
1729848,72.0,3.232,103.0,150.1,5.5,0.383,2.098,263.7,-69.78,92.1,130.7,0.705
1333978,9.2,1.117,22.6,24.5,23.7,1.698,5.786,12.1,-4.11,10.4,3.2,3.25
831457,5.1,0.293,9.8,10.1,9.3,0.63,1.651,12.3,-10.27,-1.3,7.0,-0.186
1773830,6.8,0.854,18.5,19.8,15.3,0.538,1.522,30.7,-18.28,5.1,13.7,0.372
1607239,48.1,2.921,78.1,104.0,13.7,0.376,1.845,202.2,-84.69,66.5,100.1,0.664
1102598,-8.5,1.033,6.8,7.0,-15.5,0.079,0.151,60.9,-81.11,-8.1,29.7,-0.273
1610880,41.6,-0.356,40.2,46.7,-5.1,0.346,1.107,110.5,-69.63,28.8,55.9,0.515
1438129,5.3,2.272,29.0,32.3,23.7,0.701,1.649,38.5,-27.19,17.4,17.9,0.972
1518235,19.9,2.739,47.8,57.1,27.6,0.429,3.101,106.8,-34.06,36.3,51.2,0.709
1016683,0.3,0.91,10.9,11.4,10.2,0.594,1.214,15.0,-17.69,-0.6,4.4,-0.136
1689007,12.1,0.971,24.3,26.6,10.5,0.436,0.751,51.2,-56.52,11.8,24.8,0.476
884414,-2.4,1.438,13.8,14.5,11.9,0.545,1.158,21.6,-20.0,1.9,7.4,0.257
1061187,-28.0,-0.537,-32.7,-28.9,-45.6,-0.662,-0.79,52.4,-80.81,-47.2,27.0,-1.748
1099762,14.0,1.174,26.0,28.6,26.0,1.105,2.821,21.7,-13.69,15.5,7.6,2.039
1305841,3.8,2.48,29.9,33.4,0.6,0.296,1.024,94.4,-50.04,18.2,45.7,0.398
1512991,6.8,5.991,67.8,87.0,25.2,0.489,1.517,134.5,-84.33,55.9,64.0,0.873
1443689,-14.8,1.701,4.0,4.0,-7.2,0.04,0.133,48.7,-39.23,-7.9,22.6,-0.35
1803397,13.2,1.128,29.3,32.7,31.1,1.623,10.293,16.8,-3.15,14.8,5.0,2.96
726854,6.0,1.107,19.0,20.4,18.7,0.99,1.697,17.2,-20.34,7.1,4.5,1.578
1767601,30.0,0.849,40.4,46.9,43.3,1.537,7.313,25.0,-7.53,28.5,11.0,2.591
1569064,16.7,1.664,35.2,40.1,11.1,0.446,0.883,74.4,-60.76,23.3,36.0,0.647
1797873,11.9,0.962,25.6,28.2,26.8,1.51,7.888,15.7,-4.09,11.4,4.2,2.714
1767433,20.2,-0.96,9.8,10.2,-1.1,0.174,0.308,44.9,-42.33,-5.1,25.6,-0.199
1585047,-1.3,1.02,10.8,11.3,9.9,0.555,0.953,15.9,-17.23,-1.1,4.5,-0.244
1759760,100.8,0.723,110.6,165.6,122.3,1.205,42.52,90.1,-4.84,97.8,44.8,2.183
1025835,-4.1,0.841,5.7,5.8,-7.6,0.064,0.163,57.8,-54.38,-5.6,28.5,-0.196
1076598,1.2,1.309,16.3,17.3,12.3,0.434,0.864,33.0,-33.69,4.3,14.4,0.299
1096978,33.6,2.372,59.2,73.7,-29.3,0.283,1.253,202.6,-79.72,47.3,100.6,0.47
1036248,-12.6,0.956,-1.3,-1.3,-2.9,-0.18,-0.157,18.2,-19.28,-13.0,7.2,-1.806
49205,-0.9,1.733,18.5,19.8,6.2,0.295,0.725,55.8,-50.07,6.5,26.3,0.247
1563592,55.7,1.077,68.1,87.5,53.3,0.889,3.069,74.4,-31.23,56.4,36.8,1.533
1065349,5.7,0.622,13.8,14.5,10.2,0.397,1.259,29.6,-24.35,2.1,14.5,0.145
1574717,22.9,2.255,52.4,63.7,33.1,0.492,3.745,102.6,-27.16,38.2,50.3,0.759
1668155,16.9,0.662,26.0,28.7,23.2,0.653,2.868,36.8,-15.22,13.2,18.0,0.733
1009005,-9.3,1.41,6.6,6.8,3.6,0.183,0.484,25.2,-24.2,-5.2,9.0,-0.578
860662,-16.6,2.848,13.5,14.2,-8.1,0.168,0.435,68.2,-64.17,1.6,31.6,0.051
1653926,21.7,0.667,31.1,34.9,-0.4,0.293,0.887,99.5,-69.39,18.0,49.6,0.363
1773206,20.1,0.911,35.7,40.8,31.2,0.759,3.857,44.4,-12.5,18.7,21.2,0.882
1167553,-10.2,1.057,3.0,3.1,-4.4,0.029,0.077,35.8,-49.08,-9.6,17.4,-0.552
1738902,-2.6,0.991,10.6,11.0,-14.9,0.123,0.299,69.9,-60.96,-2.7,34.1,-0.079
1014315,143.3,14.103,282.4,747.0,8.7,0.316,6.216,887.1,-95.72,270.7,442.5,0.612
1616525,-26.5,1.52,-9.3,-9.0,-23.8,-0.267,-0.235,42.2,-85.82,-21.3,19.4,-1.098
1534468,9.2,1.03,21.2,23.0,9.4,0.461,0.545,41.7,-76.4,9.4,20.0,0.47
1126735,191.6,-2.809,167.7,305.6,13.4,0.439,2.458,377.4,-90.9,156.4,189.3,0.826
1483467,4.0,0.77,13.5,14.2,13.3,0.906,1.631,12.7,-11.99,1.7,4.9,0.347
1729428,12.4,0.997,23.1,25.2,19.2,0.625,1.117,33.8,-28.6,12.3,15.4,0.799
1351950,-5.5,1.049,6.9,7.1,5.5,0.28,0.599,17.5,-15.86,-5.0,6.1,-0.82
1637460,-11.4,2.349,13.3,14.0,2.4,0.239,0.565,47.5,-41.62,1.7,19.2,0.089
1389974,-48.1,3.102,-12.6,-12.1,-24.6,-0.252,-0.49,58.1,-44.46,-25.4,27.7,-0.917
934639,-15.0,1.86,5.3,5.4,-5.0,0.072,0.171,46.3,-56.0,-6.6,21.0,-0.314
1540945,-30.9,2.944,-1.4,-1.4,-9.3,-0.081,-0.087,41.7,-45.93,-12.7,19.1,-0.665
1803156,-7.9,7.555,95.6,135.7,66.2,0.721,4.62,129.8,-28.82,80.2,60.5,1.326
1541897,7.9,0.938,19.8,21.3,20.0,1.167,2.101,15.2,-15.86,7.2,4.7,1.532
1763404,-6.8,1.702,12.0,12.6,8.7,0.372,0.981,26.9,-23.49,0.1,8.7,0.011
1767898,8.1,0.415,14.5,15.3,9.3,0.382,0.555,32.7,-39.33,1.9,16.8,0.113
1553936,-4.1,1.482,12.4,13.0,1.2,0.225,0.423,46.3,-47.96,0.6,21.8,0.028
1801265,40.4,0.518,49.9,60.1,50.4,1.218,2.954,39.4,-23.6,33.3,19.7,1.69
1106590,6.1,0.679,13.9,14.6,-1.3,0.199,0.468,59.9,-49.58,3.3,29.8,0.111
1804717,7.0,0.879,21.1,22.8,21.6,1.307,4.935,14.6,-7.55,5.4,4.5,1.2
1689232,4.5,1.455,19.1,20.5,11.5,0.433,0.641,39.6,-41.42,8.5,16.5,0.515
1731275,1.8,0.899,11.8,12.4,11.6,0.817,1.465,12.0,-10.39,0.9,2.5,0.36
1743404,59.8,1.53,76.9,102.1,56.0,0.755,1.789,99.2,-57.36,65.1,48.1,1.353
1606720,46.5,1.068,59.3,73.8,41.9,0.735,1.531,78.0,-53.76,47.1,37.9,1.243
1595077,11.7,1.343,26.9,29.8,22.8,0.683,2.089,36.5,-21.55,15.1,16.4,0.921
1731216,15.7,0.611,23.3,25.4,24.1,1.432,1.555,14.9,-18.05,12.1,6.8,1.779
1277779,-9.0,0.896,1.8,1.8,-3.0,-0.006,0.067,30.5,-46.08,-10.0,14.5,-0.69
1749768,2.3,1.626,22.9,24.9,21.0,0.779,1.796,26.8,-15.63,9.5,7.6,1.25
1567738,14.0,0.356,19.1,20.5,19.8,1.559,2.981,11.0,-9.09,8.3,6.9,1.203
1108831,-19.0,1.917,2.3,2.3,-5.6,0.006,0.101,43.2,-36.41,-9.8,19.2,-0.51
1766929,12.0,1.372,27.5,30.4,24.1,0.733,2.236,34.8,-20.29,15.7,14.4,1.09
1725888,6.5,0.875,16.7,17.8,11.1,0.417,0.953,35.2,-26.08,5.4,16.5,0.327
733986,32.6,-0.046,34.1,38.8,29.3,0.732,1.831,43.9,-35.11,22.3,23.0,0.97
1802013,6.3,1.284,19.1,20.5,19.0,1.012,2.3,16.9,-8.26,8.7,4.1,2.122
1132356,2.1,1.621,20.0,21.5,18.1,0.699,2.057,25.7,-15.12,8.2,11.3,0.726
1767457,-14.6,4.108,27.9,30.9,3.1,0.324,0.991,79.7,-50.06,16.0,34.0,0.471
1034771,7.9,2.177,31.6,35.5,9.0,0.414,0.755,71.4,-68.48,19.6,33.7,0.582
1483060,10.5,0.318,15.3,16.2,3.1,0.271,0.524,49.1,-45.22,4.4,24.7,0.178
1784093,8.2,1.192,23.6,25.8,22.9,0.948,2.513,22.8,-14.9,10.4,8.0,1.3
9631,35.1,0.665,43.7,51.4,9.7,0.484,1.014,86.0,-73.97,31.8,42.9,0.741
1399386,-2.3,1.253,12.4,13.0,6.2,0.28,0.601,37.0,-37.48,0.3,16.8,0.018
1426083,41.8,0.019,44.0,51.7,1.9,0.435,1.012,96.4,-81.07,32.4,48.5,0.668
1009254,5.8,0.712,14.6,15.4,14.8,1.165,2.468,10.8,-8.29,3.0,3.9,0.769
1632972,41.6,0.949,52.7,64.1,60.8,2.163,7.253,23.4,-9.7,41.1,9.8,4.194
1340614,-13.7,2.993,28.3,31.4,-6.1,0.276,0.876,95.1,-63.38,12.9,46.0,0.28
1739878,7.2,1.236,22.7,24.8,21.2,0.793,1.672,26.1,-18.31,9.8,9.3,1.054
1103882,382.3,-8.63,299.1,833.0,4.5,0.706,5.773,420.7,-95.84,287.2,211.9,1.355
1595880,22.4,1.546,39.2,45.4,39.2,1.142,2.174,32.6,-30.72,27.6,13.5,2.044
