cik,alpha,beta,ariMeanRt,geoMeanRt,cagr,sharpe,sortino,annVol,maxDD,annExcessReturn,TE,IR
1727269,-8.9,0.298,-3.9,-3.8,-5.8,-0.281,-0.371,20.8,-22.78,-16.0,11.7,-1.368
1425949,-9.4,1.224,5.0,5.1,1.7,0.109,0.3,27.2,-29.19,-7.2,11.0,-0.655
1423282,-16.7,-0.583,-26.6,-24.1,-37.7,-0.475,-1.166,60.2,-43.18,-49.0,31.0,-1.581
919458,-0.2,0.928,11.9,12.5,11.3,0.673,1.431,14.7,-13.44,-1.0,4.6,-0.217
1536080,172.4,0.328,178.0,335.9,25.4,0.613,3.207,286.9,-92.93,165.1,143.5,1.151
1768195,8.6,1.955,32.5,36.7,16.8,0.473,0.895,64.6,-50.23,19.3,29.7,0.65
1595509,9.1,0.943,19.8,21.3,4.4,0.291,0.676,61.2,-46.31,8.6,30.0,0.287
1769288,14.4,0.953,25.8,28.4,27.0,1.558,3.52,15.3,-10.36,13.9,4.1,3.39
1800465,45.8,0.538,54.5,66.7,49.9,1.015,1.981,51.7,-36.82,40.0,25.9,1.544
1632096,10.3,0.913,21.2,22.9,21.2,1.084,2.567,17.7,-14.13,9.4,6.4,1.469
1133999,-17.5,0.954,-6.2,-6.1,-8.8,-0.367,-0.318,22.4,-42.83,-18.0,9.5,-1.895
1602603,2.9,1.039,15.3,16.2,14.1,0.668,1.08,20.0,-24.51,3.3,8.1,0.407
1050743,39.1,0.335,44.7,52.7,40.5,0.825,5.6,51.7,-15.44,32.0,26.1,1.226
1616667,259.4,-2.334,238.4,548.9,101.1,0.678,4.187,348.8,-93.2,226.6,175.1,1.294
1682598,-19.9,1.39,-3.3,-3.3,-8.3,-0.166,-0.205,32.2,-32.64,-15.8,13.5,-1.17
1665198,10.5,0.989,23.4,25.5,23.1,1.012,2.425,21.1,-16.92,10.3,8.5,1.212
1058949,11.2,1.351,27.5,30.4,25.2,0.725,3.92,35.1,-9.61,14.9,16.2,0.92
1786411,14.1,0.815,28.5,31.6,29.4,1.329,2.138,19.9,-14.36,11.3,8.0,1.412
1513137,251.8,-1.941,226.6,502.1,39.5,0.462,4.28,485.8,-94.82,210.5,243.6,0.864
1430233,6.5,0.84,16.7,17.8,17.3,1.477,6.609,10.0,-3.2,4.9,3.4,1.441
1729755,10.9,0.641,19.3,20.7,17.3,0.694,1.55,24.9,-19.02,7.4,12.0,0.617
1362033,98.5,-1.864,81.5,110.0,-0.2,0.422,1.804,188.6,-77.07,69.3,95.2,0.728
1092838,-32.1,1.036,-19.7,-18.3,-25.1,-0.62,-0.684,34.9,-60.09,-31.8,16.2,-1.963
1744967,-5.5,2.749,26.9,29.8,2.5,0.343,0.903,72.8,-39.4,13.9,32.5,0.428
743127,-12.0,1.255,1.6,1.6,-0.3,-0.02,0.096,19.5,-21.08,-9.7,6.4,-1.516
1213310,11.5,0.533,18.2,19.5,9.8,0.377,0.971,43.1,-23.84,7.3,21.5,0.34
1123798,-30.1,2.255,-12.9,-12.3,-16.6,-0.561,-0.441,26.6,-44.76,-21.6,9.5,-2.274
1692507,104.3,-1.014,96.2,136.8,54.4,0.8,2.244,117.7,-62.84,84.3,60.2,1.4
1610769,59.0,0.936,69.6,90.0,37.6,0.558,1.787,121.2,-69.1,58.4,60.3,0.968
1757128,6.9,0.835,17.7,19.0,18.2,1.323,3.47,11.9,-7.93,5.2,3.4,1.529
1512647,9.4,1.072,23.2,25.3,10.1,0.377,0.695,56.3,-50.79,10.2,27.6,0.37
1535859,3.1,1.131,17.3,18.4,16.6,0.842,2.026,18.1,-13.54,4.5,4.8,0.938
1056827,4.5,0.579,12.4,13.0,11.6,0.624,1.724,16.7,-11.32,0.3,8.0,0.038
1323255,-4.2,1.084,8.7,9.0,7.0,0.355,0.545,18.8,-27.65,-3.3,6.5,-0.508
1818207,10.7,0.895,20.4,22.0,21.1,1.487,17.003,12.4,-6.57,9.8,3.4,2.882
1799435,-10.7,2.245,20.2,21.7,12.1,0.432,0.923,42.0,-32.02,5.3,16.6,0.319
873759,2.0,1.108,16.5,17.6,15.6,0.768,1.942,18.9,-9.79,3.2,5.7,0.561
1383161,10.9,1.29,25.7,28.3,26.7,1.366,2.727,17.3,-11.69,13.7,7.3,1.877
1100710,12.3,1.33,26.0,28.7,24.4,0.799,2.332,30.0,-16.03,15.2,11.6,1.31
1423876,65.7,1.313,82.9,112.4,7.3,0.591,1.79,136.9,-74.84,69.3,67.7,1.024
1135631,62.1,-0.415,59.8,74.6,4.9,0.519,1.583,111.4,-56.81,47.4,56.4,0.84
1696957,45.7,1.63,64.0,81.1,61.7,1.073,2.222,57.8,-43.67,52.0,27.1,1.919
1748930,14.9,0.952,27.0,29.9,27.5,1.21,3.588,20.7,-9.09,14.4,8.0,1.8
1533950,-9.5,1.437,5.7,5.8,-7.1,0.068,0.256,53.5,-35.11,-5.5,25.6,-0.215
1800234,46.6,0.02,48.9,58.6,33.9,0.663,1.469,70.7,-44.89,32.2,36.0,0.894
1802107,3.9,1.334,22.9,24.9,22.0,0.93,1.71,22.4,-16.33,8.1,7.6,1.066
1607978,11.6,0.774,20.8,22.5,20.2,0.914,2.416,20.6,-15.33,9.4,9.2,1.022
1745879,-13.3,0.784,-3.8,-3.8,-18.2,-0.105,-0.161,55.3,-47.52,-15.3,27.3,-0.56
1652174,84.1,2.493,111.0,166.4,5.3,0.573,2.501,190.3,-76.88,99.0,94.1,1.052
1631614,0.6,0.279,5.8,5.9,-9.8,0.065,0.21,59.0,-50.8,-7.8,30.0,-0.26
1794543,12.0,1.191,29.5,32.9,30.7,1.385,4.463,19.9,-10.11,14.4,5.7,2.526
1542302,6.5,1.907,26.9,29.8,22.6,0.682,1.382,36.5,-39.85,15.3,15.4,0.994
1665359,15.8,0.476,22.9,24.9,20.3,0.661,2.354,31.6,-17.46,10.2,15.9,0.642
1803648,11.7,0.902,27.7,30.7,28.7,1.38,7.458,18.6,-6.68,10.2,6.8,1.5
1120926,-2.5,1.102,10.1,10.5,8.2,0.39,0.706,20.8,-20.86,-1.5,7.0,-0.214
1008868,-6.2,1.025,5.8,6.0,4.7,0.245,0.706,15.7,-16.68,-6.0,4.1,-1.463
1352467,5.3,1.3,20.0,21.6,11.5,0.409,1.019,44.1,-39.96,8.3,20.7,0.401
1169581,-17.1,1.886,3.4,3.5,-12.2,0.026,0.093,55.0,-51.59,-8.4,25.7,-0.327
1730815,8.4,1.774,27.9,31.0,19.1,0.461,2.908,56.2,-14.17,16.0,25.9,0.618
1685771,-3.6,0.81,6.6,6.7,4.8,0.237,0.446,19.3,-25.54,-5.5,8.1,-0.679
1456670,1.6,1.318,19.1,20.5,17.6,0.75,1.11,22.8,-26.81,5.3,6.8,0.779
1541741,11.8,1.023,23.6,25.7,10.8,0.423,0.764,51.0,-50.8,12.0,24.2,0.496
1535096,83.4,1.642,106.6,157.3,71.2,0.902,3.819,116.0,-55.45,91.7,57.4,1.598
1536442,-8.5,1.342,4.4,4.4,0.7,0.087,0.264,27.1,-26.4,-5.7,11.3,-0.504
1569148,-0.4,0.84,10.2,10.7,9.8,0.642,1.296,12.8,-11.75,-2.1,3.9,-0.538
1370102,39.0,0.362,44.8,52.9,17.8,0.438,1.317,97.8,-65.53,32.3,49.0,0.659
1305707,3.0,1.043,15.1,16.0,14.9,0.946,1.252,13.8,-22.15,3.4,3.5,0.971
1276525,38.2,-2.223,18.3,19.6,-12.9,0.176,0.461,92.2,-62.93,6.4,48.2,0.133
861462,-5.3,0.765,6.1,6.2,5.2,0.296,0.584,13.8,-15.21,-8.2,5.3,-1.547
1803089,4.2,4.943,68.2,87.7,37.8,0.623,2.49,106.2,-47.75,53.6,49.2,1.089
1105468,-11.5,1.945,6.3,6.5,-2.5,0.101,0.206,42.9,-49.29,-3.8,19.1,-0.199
1598244,12.8,0.27,18.3,19.5,15.5,0.598,1.118,27.2,-23.69,3.6,14.3,0.252
1166308,6.1,1.065,18.6,19.9,12.4,0.515,0.549,32.2,-61.92,6.7,14.8,0.453
1277403,12.2,0.361,17.6,18.8,11.7,0.42,0.638,37.3,-53.01,6.1,18.9,0.323
902614,-15.4,1.618,3.0,3.1,-1.6,0.034,0.127,29.7,-40.26,-9.1,11.9,-0.765
1730882,-11.4,1.542,17.3,18.5,11.1,0.431,0.655,35.6,-34.25,-2.0,14.4,-0.139
1259969,6.0,1.001,17.5,18.7,17.5,1.082,1.913,14.3,-16.43,6.0,3.2,1.875
1667694,-0.8,1.134,14.0,14.8,11.7,0.526,0.542,22.8,-35.36,0.7,8.3,0.084
1666746,-14.1,-0.128,-14.1,-13.4,-25.4,-0.428,-0.368,37.6,-78.23,-31.9,20.5,-1.556
1584086,11.6,0.854,21.6,23.4,14.8,0.455,0.763,43.1,-51.09,10.2,21.0,0.486
883948,54.2,1.66,72.6,94.8,52.1,0.656,2.619,107.6,-52.48,60.7,52.9,1.147
1317209,-2.2,1.015,9.5,9.9,8.8,0.533,0.99,14.1,-17.57,-2.1,3.1,-0.677
1762294,36.0,0.178,39.9,46.3,42.6,1.472,10.495,25.8,-5.35,27.1,14.6,1.856
1431518,-22.2,0.725,-13.7,-13.0,-18.9,-0.474,-0.49,33.1,-41.91,-24.7,16.3,-1.515
1741224,42.5,-1.747,22.9,25.0,-10.0,0.217,0.557,96.5,-64.63,8.6,50.3,0.171
1308685,-5.7,1.113,7.0,7.2,5.1,0.251,0.515,20.0,-23.09,-4.6,7.6,-0.605
1212897,-16.1,2.179,7.5,7.7,-24.8,0.053,0.185,104.6,-58.24,-4.4,51.1,-0.086
1105837,17.9,1.017,30.5,34.1,26.5,0.768,1.615,37.0,-31.57,18.1,17.0,1.065
1731359,1.4,1.271,16.1,17.0,13.4,0.52,2.13,27.0,-14.57,4.1,9.2,0.446
1654648,36.2,-1.066,26.4,29.1,13.0,0.441,1.113,55.2,-42.4,13.2,29.8,0.443
1526411,-1.6,1.011,11.2,11.7,10.8,0.716,1.417,12.9,-11.09,-1.5,3.1,-0.484
944234,-7.4,1.008,4.9,5.0,3.7,0.183,0.349,16.0,-21.17,-7.3,4.7,-1.553
1089877,6.9,1.827,26.7,29.5,-1.9,0.224,0.794,110.4,-75.84,15.0,54.2,0.277
1166559,7.3,1.317,39.1,45.2,32.9,0.746,2.324,49.8,-29.68,14.5,21.1,0.687
1802994,7.0,1.243,26.4,29.2,26.7,1.163,2.684,21.0,-13.72,10.4,4.8,2.167
1389256,5.1,0.92,16.6,17.7,14.5,0.599,1.239,24.4,-23.92,4.3,10.7,0.402
1777914,10.3,0.793,23.1,25.2,24.4,1.729,8.874,12.2,-4.54,7.5,3.8,1.974
1761871,6.3,1.282,20.6,22.3,18.8,0.713,2.579,26.1,-12.14,9.0,9.0,1.0
1546190,-13.6,1.666,4.8,4.9,0.8,0.106,0.21,26.6,-45.19,-7.1,9.8,-0.724
1632802,1.9,1.42,17.0,18.2,13.7,0.498,0.975,30.2,-30.11,5.8,11.7,0.496
1767940,87.1,-2.312,66.9,85.7,27.6,0.602,1.279,107.9,-60.87,55.3,57.5,0.962
1563223,2.3,2.196,24.9,27.4,-13.9,0.233,0.574,98.4,-68.01,13.5,47.6,0.284
1552564,115.4,7.721,208.2,434.5,54.1,0.849,3.759,243.0,-72.2,194.4,119.5,1.627
1747749,16.1,0.593,24.0,26.2,24.3,1.218,2.095,18.1,-14.93,12.1,8.6,1.407
1314440,-6.1,1.375,10.2,10.6,8.1,0.372,0.896,22.1,-22.24,-2.2,7.2,-0.306
1435346,-23.7,1.381,-7.5,-7.2,-10.1,-0.382,-0.544,24.7,-26.5,-19.8,10.4,-1.904
1278641,-13.5,1.052,-1.5,-1.4,-4.2,-0.142,-0.16,24.4,-24.55,-13.0,10.8,-1.204
1527198,87.4,-1.519,78.4,104.6,19.9,0.504,1.373,151.6,-67.86,69.2,76.5,0.905
1803277,182.2,0.879,195.4,390.9,12.6,0.526,2.616,368.0,-89.95,180.6,183.9,0.982
1731530,42.3,-0.128,43.0,50.4,8.5,0.425,0.917,96.5,-78.67,30.9,49.0,0.631
1017645,17.9,2.95,64.5,81.9,3.6,0.456,1.481,137.2,-78.59,47.4,66.9,0.709
1067532,0.7,1.259,15.4,16.3,14.5,0.729,1.604,18.4,-17.48,3.3,6.0,0.55
108572,0.4,0.704,9.1,9.4,5.4,0.268,0.432,26.5,-42.38,-2.4,12.7,-0.189
1352864,26.5,1.227,39.9,46.3,15.5,0.44,0.891,86.2,-84.84,28.6,42.3,0.676
1622431,4.6,0.75,13.8,14.5,13.9,1.059,3.493,11.1,-6.59,2.2,3.4,0.647
1316926,172.5,2.284,196.6,394.8,87.4,0.521,8.985,373.8,-35.08,184.9,186.5,0.991
1343916,-0.5,1.576,18.7,20.0,14.2,0.509,0.774,32.8,-46.13,5.8,11.4,0.509
1611613,-8.4,2.572,17.0,18.1,-21.1,0.151,0.365,99.2,-65.29,5.9,47.8,0.123
1767715,35.2,0.141,38.7,44.6,14.1,0.568,0.743,64.5,-73.08,26.0,32.8,0.793
1666741,85.9,2.433,115.1,174.9,71.3,0.68,2.478,166.4,-72.82,101.9,82.3,1.238
1546967,-3.1,1.631,16.0,17.0,8.4,0.336,0.514,41.7,-56.98,3.5,18.6,0.188
898399,-11.6,1.151,2.1,2.2,-0.4,0.006,0.125,23.0,-23.72,-10.1,8.5,-1.188
1814234,39.2,3.238,72.4,94.5,70.1,0.953,14.336,73.8,-5.98,60.8,34.3,1.773
1559972,29.2,-0.347,27.1,30.0,16.5,0.514,1.023,48.8,-49.3,13.5,25.6,0.527
1767982,5.0,0.73,14.3,15.1,14.3,1.029,2.648,11.9,-6.25,2.3,4.1,0.561
1343781,-17.1,1.2,-3.4,-3.4,-32.3,-0.072,-0.098,74.9,-85.56,-15.2,36.8,-0.413
1326918,-5.9,1.502,12.6,13.2,10.7,0.478,1.084,22.2,-18.89,-0.4,8.0,-0.05
937394,-27.0,1.149,-13.8,-13.1,-15.9,-0.619,-1.094,25.5,-27.63,-25.5,10.3,-2.476
1561784,-22.0,1.188,-9.2,-8.9,-16.4,-0.275,-0.474,40.9,-40.27,-20.3,19.9,-1.02
1542162,39.5,-0.282,39.1,45.2,35.1,0.786,2.655,47.2,-22.52,28.5,24.0,1.188
1595932,-4.1,2.152,22.8,24.8,10.5,0.391,0.897,53.2,-38.66,9.2,23.9,0.385
1269950,-7.2,2.802,21.3,23.1,5.8,0.296,0.81,65.4,-40.94,9.9,30.1,0.329
1698068,12.7,0.887,23.8,26.0,24.0,1.164,2.973,18.7,-12.05,11.6,7.4,1.568
1287618,19.6,-0.815,13.5,14.2,5.9,0.233,0.795,49.6,-27.99,1.7,26.9,0.063
741073,123.2,-1.611,108.6,161.4,10.1,0.338,2.736,315.4,-91.56,96.4,158.2,0.609
1285973,-0.7,0.955,10.3,10.7,8.6,0.438,0.578,19.0,-35.77,-1.1,7.2,-0.153
764106,77.3,-0.248,76.7,101.7,26.9,0.374,2.679,199.5,-63.38,64.3,100.1,0.642
1736982,18.1,0.935,30.2,33.7,28.6,0.958,2.27,29.4,-21.19,17.4,12.7,1.37
1476225,-15.3,1.002,-2.8,-2.7,-7.6,-0.161,-0.128,29.6,-44.69,-15.3,13.7,-1.117
1798926,0.6,0.324,8.2,8.5,8.0,0.679,1.468,9.1,-8.53,-11.2,7.5,-1.493
1104329,-14.3,1.074,-1.4,-1.3,-8.3,-0.088,-0.083,38.2,-36.18,-13.5,18.0,-0.75
1784777,21.6,0.676,30.1,33.7,30.3,1.077,3.44,26.1,-11.99,18.5,12.4,1.492
1056288,12.2,1.038,24.6,26.9,-1.2,0.203,0.983,111.0,-56.46,12.5,55.1,0.227
1230765,-7.9,1.5,8.6,8.8,5.4,0.26,0.514,25.2,-30.99,-3.1,9.4,-0.33
1082461,-0.1,1.023,12.2,12.8,10.9,0.523,1.473,19.5,-14.62,0.1,6.5,0.015
1787596,-5.4,2.817,35.7,40.7,27.9,0.684,1.914,49.2,-24.98,19.8,19.9,0.995
1783599,29.6,1.494,50.5,60.9,55.8,1.693,4.5,28.7,-13.25,35.8,10.5,3.41
1606666,18.1,1.117,32.4,36.6,33.1,1.299,1.923,23.4,-23.69,19.4,7.5,2.587
1055290,4.0,0.785,13.5,14.2,13.4,0.921,1.515,12.5,-15.39,2.0,4.2,0.476
1761044,8.9,1.42,26.0,28.6,13.3,0.498,0.654,48.1,-58.55,13.4,22.2,0.604
1175523,82.6,5.696,168.2,307.1,57.3,0.665,4.734,249.7,-73.23,151.5,122.3,1.239
900529,-6.0,2.694,22.8,24.9,-0.7,0.297,0.701,70.3,-58.11,10.9,32.9,0.331
1315339,46.7,0.011,48.8,58.5,27.7,0.564,2.082,83.1,-41.57,35.2,42.5,0.828
1033244,-32.2,0.951,-21.9,-20.2,-48.4,-0.476,-0.395,50.2,-91.05,-32.7,24.8,-1.319
1625246,12.7,1.033,23.8,26.0,21.8,0.696,3.702,31.3,-11.54,13.0,14.5,0.897
1803087,-36.4,1.899,-11.5,-11.1,-23.9,-0.341,-0.231,39.7,-70.59,-25.6,15.6,-1.641
1308016,0.9,1.046,12.5,13.1,12.1,0.775,1.34,13.6,-17.76,1.3,3.0,0.433
1357372,87.5,2.308,112.7,169.8,45.2,0.742,2.607,149.2,-64.89,100.6,74.0,1.359
1092290,1.3,1.059,13.7,14.4,13.0,0.718,1.336,16.3,-16.98,1.9,4.4,0.432
1535695,94.1,11.744,216.5,464.2,79.6,0.632,4.981,339.2,-67.98,204.2,165.6,1.233
765443,-1.2,0.791,9.0,9.4,8.2,0.487,0.73,14.5,-23.24,-3.3,5.5,-0.6
1127990,-4.6,0.605,3.6,3.7,2.6,0.112,0.295,14.7,-18.33,-8.7,7.2,-1.208
1456417,-19.8,0.382,-13.7,-13.0,-15.8,-0.665,-0.743,23.6,-35.79,-26.4,12.2,-2.164
1593038,8.7,0.9,19.7,21.2,15.5,0.543,1.018,32.5,-31.06,7.7,15.3,0.503
1687241,39.9,3.953,81.8,110.5,7.7,0.553,2.118,144.4,-61.61,69.7,70.1,0.994
1251567,33.6,1.166,47.1,56.1,0.3,0.37,1.183,122.1,-90.54,35.2,60.7,0.58
1682733,2.3,1.234,16.9,18.0,15.9,0.79,1.026,18.9,-25.1,4.7,6.1,0.77
1542165,0.4,0.804,11.0,11.5,9.4,0.461,0.735,19.6,-29.28,-1.6,8.6,-0.186
1161927,-16.5,1.431,-0.7,-0.7,-4.2,-0.107,-0.062,25.5,-40.2,-12.4,9.5,-1.305
1684868,4.6,2.289,30.5,34.1,7.4,0.393,1.0,72.4,-58.45,18.1,34.0,0.532
1554656,5.4,0.877,16.4,17.4,16.1,0.914,1.559,15.8,-16.65,4.1,5.6,0.732
1286534,-13.2,1.248,1.1,1.1,-0.5,-0.051,0.048,17.4,-28.21,-10.7,4.8,-2.229
1569141,49.9,-1.386,36.1,41.3,25.4,0.625,0.782,54.5,-66.02,22.7,29.7,0.764
1410833,-0.6,1.497,16.1,17.1,11.7,0.456,0.778,31.0,-34.1,4.3,13.1,0.328
1364739,-35.7,1.759,-17.9,-16.8,-38.9,-0.453,-0.352,44.0,-90.68,-28.9,20.8,-1.389
1767724,10.9,1.433,26.8,29.7,20.2,0.613,1.022,40.5,-39.04,15.1,18.3,0.825
1800261,-15.4,3.917,39.9,46.3,18.6,0.501,1.931,75.7,-32.65,24.3,33.4,0.728
1731191,125.9,-0.914,111.2,166.8,-29.5,0.681,1.83,160.4,-93.28,90.9,81.1,1.121
1611848,20.3,1.597,37.4,42.9,11.4,0.45,0.869,78.5,-64.75,25.9,37.9,0.683
1508512,31.3,-0.354,29.9,33.4,26.6,0.742,2.049,37.6,-30.23,18.4,20.2,0.911
1598843,-1.3,1.038,11.0,11.4,8.3,0.367,0.771,24.4,-21.39,-1.0,10.5,-0.095
1803848,361.0,6.593,416.1,1632.9,126.0,0.867,5.775,477.8,-87.92,406.1,237.8,1.708
1811783,11.0,0.928,23.1,25.2,21.7,0.787,2.683,26.8,-11.01,10.2,12.1,0.843
1667232,34.1,1.976,58.4,72.5,32.0,0.511,2.852,110.4,-33.64,45.1,54.1,0.834
1439743,348.5,18.465,532.7,2856.4,7.1,0.498,8.518,1064.7,-98.01,520.8,531.0,0.981
1449434,170.8,-2.209,150.4,258.4,-3.8,0.318,3.993,466.8,-93.66,138.2,233.8,0.591
807249,-16.9,1.279,-2.2,-2.2,-4.0,-0.228,-0.194,18.5,-33.19,-14.1,5.2,-2.712
1218735,40.7,7.365,115.4,175.7,-11.1,0.388,2.7,292.5,-82.97,103.6,144.6,0.716
1580212,20.3,0.79,29.9,33.5,28.4,0.909,2.526,30.7,-19.63,18.3,14.6,1.253
1631615,-15.9,0.629,-9.1,-8.8,-39.3,-0.142,-0.193,78.1,-84.83,-18.7,39.0,-0.479
1016150,11.6,3.873,52.4,63.7,3.0,0.283,1.87,178.1,-45.65,40.4,87.7,0.461
1600152,23.6,0.809,33.7,38.2,14.4,0.415,1.027,76.5,-66.88,21.7,37.9,0.573
1634155,2.9,0.908,14.0,14.7,13.7,0.841,2.267,14.3,-8.24,2.0,5.5,0.364
1282550,-37.9,2.101,-17.7,-16.6,-27.1,-0.445,-0.565,44.4,-63.45,-28.4,21.0,-1.352
1390113,55.5,3.385,91.4,127.7,-10.2,0.385,2.189,232.1,-77.09,79.4,115.1,0.69
1756695,-1.0,1.029,11.8,12.4,10.9,0.59,1.102,16.7,-16.66,-0.6,2.9,-0.207
1512814,6.1,1.486,22.8,24.8,19.1,0.645,1.237,32.2,-39.13,10.9,13.7,0.796
1604350,5.3,1.912,25.5,28.1,18.4,0.554,1.165,42.5,-36.33,14.0,18.2,0.769
1621225,207.9,6.153,267.3,674.3,75.8,0.515,6.094,514.6,-79.87,255.9,256.3,0.998
1318011,2.8,1.237,17.5,18.6,14.8,0.565,1.372,27.4,-20.59,5.2,9.8,0.531
105495,6.9,1.411,22.5,24.5,12.7,0.346,1.289,59.4,-28.12,10.9,28.6,0.381
1066816,13.4,0.799,23.5,25.6,24.0,1.257,2.611,17.1,-15.56,11.4,7.1,1.606
1321194,-3.4,0.881,6.8,7.0,6.2,0.386,0.708,12.4,-18.45,-4.5,3.2,-1.406
1314273,0.5,1.707,19.1,20.5,11.6,0.405,1.122,42.1,-34.35,7.4,18.9,0.392
846222,-2.0,1.064,10.1,10.5,5.7,0.26,0.655,31.2,-29.47,-1.3,14.3,-0.091
1085041,19.1,0.962,30.6,34.3,24.6,0.705,1.16,40.5,-53.21,18.8,19.3,0.974
1284208,-3.7,1.275,11.0,11.4,9.6,0.498,0.69,18.0,-28.02,-0.9,4.4,-0.205
1786241,4.4,1.105,25.7,28.3,24.1,0.855,2.271,27.7,-16.85,6.2,10.4,0.596
1730814,18.6,0.43,24.8,27.2,24.5,1.06,1.499,21.5,-22.82,13.1,11.2,1.17
1353316,-21.6,1.886,-1.0,-1.0,-11.2,-0.063,-0.056,47.2,-55.78,-12.8,21.5,-0.595
1595961,-47.8,2.147,-23.6,-21.6,-34.8,-0.473,-0.809,54.1,-56.0,-35.9,25.8,-1.391
1575581,32.1,-0.082,33.3,37.7,25.9,0.689,1.078,45.4,-48.63,21.5,23.7,0.907
799004,-7.3,1.11,5.9,6.0,4.2,0.227,0.273,17.0,-38.58,-6.2,5.4,-1.148
1429788,60.3,3.55,96.0,136.5,19.4,0.519,1.678,181.1,-76.94,84.5,89.7,0.942
1746438,11.9,0.899,22.7,24.8,21.1,0.779,1.895,26.6,-17.73,11.0,11.4,0.965
1426196,4.0,5.334,57.7,71.4,13.0,0.513,1.364,108.6,-73.4,46.0,51.0,0.902
1738887,13.0,2.03,35.4,40.4,-12.0,0.297,0.885,112.4,-62.42,23.3,54.8,0.425
1632407,18.6,0.832,29.1,32.5,29.0,0.974,7.346,27.9,-6.62,16.9,13.0,1.3
53417,-8.8,1.032,2.9,2.9,-0.0,0.036,0.161,24.1,-25.12,-8.5,9.9,-0.859
1812155,4.5,1.061,16.7,17.8,15.9,0.776,2.463,19.0,-10.59,5.1,6.1,0.836
1707202,41.1,3.125,72.8,95.1,65.8,0.957,3.357,73.9,-35.36,61.3,32.9,1.863
1280200,1.9,-0.059,3.3,3.3,-12.8,0.022,0.1,59.0,-45.31,-8.6,30.4,-0.283
1727605,33.2,0.856,43.7,51.4,43.4,1.093,4.384,38.1,-16.13,31.7,18.0,1.761
1590073,9.0,0.709,17.6,18.8,17.7,1.075,2.193,14.5,-11.92,6.3,6.2,1.016
1767121,2.5,0.785,12.5,13.1,11.9,0.689,1.772,15.3,-9.3,0.3,5.3,0.057
1326389,21.8,0.101,24.8,27.1,8.9,0.366,1.009,62.2,-49.53,12.9,31.5,0.41
1767313,3.1,1.071,18.4,19.7,15.5,0.598,0.924,27.4,-26.77,4.0,10.3,0.388
1632097,48.4,5.367,98.7,141.6,22.3,0.417,2.024,231.9,-87.01,87.7,114.0,0.769
1144492,-3.9,5.632,55.5,68.2,25.1,0.376,3.086,142.6,-29.7,43.3,68.6,0.631
850529,2.5,0.997,15.4,16.4,13.6,0.581,1.342,23.1,-21.62,2.5,9.6,0.26
887777,0.8,1.199,15.4,16.3,14.5,0.735,1.339,18.2,-21.72,2.9,4.8,0.604
897378,4.2,1.148,17.1,18.3,16.4,0.836,1.373,18.1,-17.74,5.6,5.0,1.12
1398346,17.8,1.155,29.7,33.2,17.2,0.531,0.916,52.2,-52.6,19.1,24.9,0.767
1653857,33.2,5.867,105.9,155.8,7.1,0.545,1.823,190.7,-86.73,91.8,92.8,0.989
1719307,164.8,7.608,243.5,569.8,37.0,0.507,7.349,476.5,-57.96,231.4,236.7,0.978
799003,2.2,1.358,17.2,18.3,12.2,0.443,0.751,34.3,-47.66,5.6,14.9,0.376
924181,4.2,0.877,15.8,16.8,15.5,0.883,1.893,15.6,-16.35,2.8,5.2,0.538
1353311,-25.0,1.863,-4.9,-4.8,-11.0,-0.195,-0.244,35.6,-41.12,-16.6,14.8,-1.122
1697848,28.2,0.686,37.3,42.9,30.3,0.767,2.036,46.0,-38.81,24.9,22.7,1.097
1317253,-6.9,0.905,3.8,3.8,2.1,0.094,0.343,18.9,-18.08,-7.8,7.6,-1.026
1442276,41.8,-3.515,6.5,6.7,-36.8,0.041,0.128,109.5,-72.95,-6.1,55.9,-0.109
1276918,19.0,0.417,24.9,27.3,-19.4,0.266,0.513,86.2,-96.21,13.6,43.2,0.315
1464586,13.1,0.625,23.4,25.5,16.5,0.468,1.172,45.8,-35.65,8.1,22.8,0.355
1616659,4.7,1.755,41.1,47.8,19.4,0.56,1.15,69.7,-52.12,19.5,29.5,0.661
1520770,177.4,-5.686,129.9,208.1,-12.2,0.59,2.34,216.9,-96.06,119.2,109.1,1.093
1511037,14.2,0.756,23.2,25.3,13.1,0.398,1.176,53.3,-38.13,12.0,26.3,0.456
1665199,28.5,0.492,35.6,40.6,35.1,0.972,5.573,34.5,-9.67,23.2,17.3,1.341
1652529,10.1,1.23,24.8,27.2,20.6,0.658,1.384,34.6,-30.48,12.5,13.8,0.906
1484368,46.1,-0.75,39.8,46.1,20.7,0.482,1.35,78.3,-52.8,26.7,39.7,0.673
1729754,2.0,1.109,14.7,15.5,13.2,0.607,1.207,20.9,-15.88,3.0,6.2,0.484
1706915,0.9,0.757,11.4,11.9,10.3,0.528,1.179,17.9,-15.91,-1.8,7.3,-0.247
1388312,-10.7,2.603,17.0,18.1,1.7,0.267,0.666,55.9,-48.83,5.1,25.2,0.202
1367786,4.6,0.689,13.1,13.7,8.2,0.34,0.694,32.6,-37.1,1.7,15.8,0.108
1537191,-8.8,1.323,6.0,6.2,3.9,0.194,0.379,20.8,-31.13,-5.7,6.3,-0.905
1708872,5.1,1.391,20.6,22.2,19.0,0.747,2.534,24.9,-13.86,8.9,7.8,1.141
