cik,alpha,beta,ariMeanRt,geoMeanRt,cagr,sharpe,sortino,annVol,maxDD,annExcessReturn,TE,IR
1667232,160.9,-0.562,154.6,269.5,10.3,0.407,2.84,374.8,-90.13,137.8,187.8,0.734
1439743,-4.3,0.927,7.4,7.6,5.1,0.234,0.543,23.1,-20.44,-5.1,9.3,-0.548
1449434,15.8,0.989,28.5,31.7,-2.8,0.281,0.808,94.6,-65.53,15.7,46.7,0.336
807249,-18.2,1.063,-5.0,-4.9,-6.6,-0.398,-0.333,17.6,-32.4,-17.5,4.0,-4.375
1218735,61.9,1.82,83.0,112.6,-14.1,0.46,1.58,176.2,-84.68,70.5,87.2,0.808
1580212,11.0,0.984,22.6,24.6,19.2,0.616,1.878,33.5,-19.22,10.8,14.9,0.725
1631615,-22.8,2.808,3.6,3.6,-36.4,0.017,0.057,92.9,-86.79,-7.1,44.8,-0.158
1016150,-14.0,1.672,5.5,5.7,-1.0,0.1,0.231,35.4,-39.68,-7.0,13.5,-0.519
1600152,8.4,1.098,21.2,23.0,14.0,0.456,1.022,42.1,-40.4,9.3,19.4,0.479
1634155,-6.2,1.283,7.1,7.3,6.2,0.352,0.877,14.4,-13.58,-3.7,6.0,-0.617
1282550,-15.2,-0.633,-20.4,-18.9,-25.1,-0.639,-0.789,35.1,-49.98,-33.8,18.3,-1.847
1390113,24.6,1.44,41.7,48.7,-3.5,0.349,0.988,113.7,-70.52,29.2,55.9,0.522
1756695,-5.5,1.067,10.4,10.9,8.5,0.412,0.663,20.5,-21.49,-4.6,3.2,-1.438
1512814,3.8,1.028,16.6,17.7,14.0,0.542,1.274,26.9,-22.09,4.1,11.1,0.369
1604350,14.8,1.185,28.5,31.6,24.0,0.694,1.672,38.1,-28.96,16.6,16.7,0.994
1621225,46.1,-0.405,43.8,51.5,38.5,0.824,2.231,50.7,-28.69,31.2,28.5,1.095
1318011,2.2,0.969,15.0,15.9,12.8,0.536,1.375,24.3,-18.74,1.8,8.0,0.225
105495,-3.6,0.963,8.6,8.8,7.4,0.399,0.662,16.4,-20.34,-3.9,4.1,-0.951
1066816,9.9,0.779,19.8,21.3,19.5,0.987,1.537,18.0,-18.98,7.6,7.1,1.07
1321194,-5.7,0.846,5.1,5.2,4.1,0.22,0.386,14.3,-24.84,-7.4,3.7,-2.0
1314273,7.9,1.575,25.5,28.0,5.8,0.379,0.73,61.9,-54.03,13.6,28.9,0.471
846222,-3.8,1.232,11.1,11.6,6.1,0.275,0.514,33.1,-40.05,-1.4,13.9,-0.101
1085041,5.3,1.292,20.9,22.6,17.1,0.588,1.185,32.1,-32.59,8.4,13.1,0.641
1284208,-4.6,1.039,8.3,8.6,6.8,0.349,0.514,18.1,-22.45,-4.2,4.8,-0.875
1786241,-2.9,0.82,12.1,12.7,10.2,0.476,0.911,21.2,-18.45,-5.8,8.5,-0.682
1730814,204.5,-6.24,140.5,233.3,21.0,0.445,2.093,311.2,-88.75,127.9,159.5,0.802
1353316,-17.5,0.834,-6.8,-6.6,-13.9,-0.239,-0.268,36.8,-57.27,-19.3,17.4,-1.109
1595961,-37.8,1.184,-23.8,-21.8,-35.6,-0.513,-0.629,50.4,-70.93,-36.0,24.4,-1.475
1575581,5.3,1.127,19.1,20.6,18.3,0.865,1.172,19.8,-24.21,6.6,5.4,1.222
799004,-10.3,1.15,3.8,3.8,1.5,0.09,0.15,19.7,-41.67,-8.7,5.1,-1.706
1429788,16.9,0.701,26.0,28.7,27.7,1.794,9.451,13.4,-4.06,13.9,6.4,2.172
1746438,-1.1,1.169,12.2,12.7,8.6,0.365,0.843,27.9,-22.48,0.6,8.3,0.072
1426196,-4.5,3.184,30.9,34.7,8.4,0.408,0.968,70.9,-66.44,18.4,30.9,0.595
1738887,-17.9,1.313,-1.1,-1.1,-6.3,-0.094,-0.085,33.6,-34.16,-14.4,12.8,-1.125
1632407,18.3,0.435,24.8,27.2,25.0,1.067,4.214,21.4,-9.3,12.5,11.2,1.116
53417,-10.5,1.204,4.2,4.2,2.1,0.107,0.244,20.1,-26.24,-8.4,4.9,-1.714
1812155,-1.6,1.167,13.2,13.9,11.7,0.55,1.355,20.4,-12.39,0.2,5.6,0.036
1707202,37.1,2.69,68.4,88.1,59.6,0.907,4.158,73.3,-32.55,55.5,31.1,1.785
1280200,-7.3,-0.013,-5.4,-5.3,-15.1,-0.161,-0.225,46.0,-41.12,-17.5,24.3,-0.72
1727605,26.0,0.828,37.4,42.9,35.5,0.958,7.882,36.9,-16.05,24.1,16.8,1.435
1590073,26.4,0.342,31.9,36.0,14.0,0.357,0.812,83.8,-68.68,19.4,42.1,0.461
1767121,0.9,0.754,11.1,11.6,10.1,0.542,0.951,16.8,-16.56,-1.8,5.6,-0.321
1326389,3.4,0.483,10.4,10.9,6.7,0.297,0.69,28.4,-27.91,-2.1,14.3,-0.147
1767313,2.3,0.854,15.3,16.2,11.4,0.449,0.766,29.7,-30.38,0.5,12.0,0.042
1632097,16.7,1.006,28.6,31.8,22.7,0.593,1.684,44.8,-26.61,16.7,21.0,0.795
1144492,2.8,4.14,51.0,61.6,22.0,0.362,2.414,135.5,-31.79,37.8,64.6,0.585
850529,103.6,0.04,106.1,156.2,17.0,0.346,2.108,300.8,-89.69,92.5,150.6,0.614
887777,-1.8,1.107,12.6,13.2,11.1,0.544,0.793,19.5,-25.68,-0.6,4.9,-0.122
897378,1.2,0.967,13.4,14.0,12.2,0.626,0.962,18.1,-20.06,0.9,5.6,0.161
1398346,123.8,2.91,156.6,274.9,23.1,0.479,2.721,322.4,-88.48,144.0,159.9,0.901
1653857,9.1,5.385,69.7,90.2,-5.2,0.437,1.074,155.0,-88.72,56.8,73.2,0.776
1719307,53.0,0.984,65.4,83.2,12.8,0.53,1.524,119.5,-73.62,52.8,59.1,0.893
799003,0.6,1.26,15.9,16.8,10.7,0.391,0.637,35.5,-45.12,3.4,15.2,0.224
924181,-0.5,0.857,11.1,11.6,10.5,0.634,0.888,14.4,-19.2,-2.1,3.0,-0.7
1353311,-21.0,1.252,-6.7,-6.5,-11.9,-0.277,-0.263,31.4,-49.33,-18.6,12.7,-1.465
1697848,19.1,1.138,33.3,37.7,24.6,0.62,1.977,50.5,-31.98,20.6,23.3,0.884
1317253,-13.0,1.102,0.6,0.6,-1.7,-0.068,0.006,20.6,-32.08,-11.9,6.3,-1.889
1442276,-38.3,1.139,-23.7,-21.6,-41.0,-0.451,-0.479,56.9,-76.15,-36.8,27.9,-1.319
1276918,-5.4,1.21,9.3,9.7,2.8,0.196,0.441,37.4,-41.18,-3.2,16.5,-0.194
1464586,16.3,-0.063,17.4,18.6,4.4,0.288,0.499,53.6,-51.78,2.0,27.9,0.072
1616659,3.2,1.13,27.7,30.7,9.6,0.406,1.124,63.2,-39.89,5.7,28.9,0.197
1520770,62.3,-1.182,52.3,63.5,-12.3,0.463,1.067,108.5,-75.64,40.1,55.1,0.728
1511037,3.5,0.928,15.2,16.1,12.0,0.436,1.162,30.3,-22.36,2.7,13.5,0.2
1665199,20.2,1.134,34.8,39.7,32.1,0.79,3.267,41.6,-16.75,21.7,18.6,1.167
1652529,3.6,1.271,19.4,20.9,15.4,0.554,0.807,31.4,-33.59,6.5,10.8,0.602
1484368,27.2,1.636,47.4,56.5,27.8,0.503,1.926,90.2,-41.33,34.3,44.4,0.773
1729754,2.4,0.937,14.3,15.1,12.7,0.587,0.971,20.9,-20.18,1.7,5.9,0.288
1706915,-2.0,0.589,7.8,8.0,6.1,0.297,0.839,19.5,-13.23,-7.4,9.0,-0.822
1388312,-8.6,1.956,14.0,14.7,-1.0,0.223,0.443,53.8,-58.03,1.5,23.7,0.063
1367786,-0.1,1.175,13.2,13.9,10.4,0.46,0.584,24.4,-34.75,1.6,8.4,0.19
1537191,-5.3,1.482,11.4,11.9,8.0,0.334,0.622,28.0,-31.81,-0.5,9.2,-0.054
1708872,4.2,1.026,17.7,18.9,16.3,0.696,1.674,22.6,-16.92,4.5,6.7,0.672
1728449,5.8,0.795,17.2,18.3,0.9,0.294,0.355,51.6,-60.05,3.4,24.8,0.137
1304229,-12.9,0.914,-1.3,-1.3,-3.0,-0.186,-0.116,17.8,-29.49,-13.8,5.9,-2.339
828405,-70.2,2.701,-43.2,-36.7,-45.3,-1.024,-1.122,44.2,-50.74,-54.5,20.7,-2.633
1700481,54.7,0.755,65.2,82.9,55.4,0.702,6.778,90.1,-15.17,52.0,44.6,1.166
36270,57.0,0.307,62.3,78.4,28.2,0.35,5.283,172.2,-20.58,49.8,86.2,0.578
1633517,-17.7,0.718,-8.6,-8.3,-18.0,-0.258,-0.24,41.1,-58.63,-20.5,19.9,-1.03
1732543,41.1,-0.493,37.9,43.6,21.0,0.528,1.305,68.1,-43.19,25.3,36.6,0.691
1596510,-5.6,0.806,4.3,4.4,0.7,0.091,0.175,25.2,-38.86,-7.6,11.0,-0.691
857508,-12.3,0.862,-1.9,-1.9,-3.8,-0.2,-0.165,19.5,-28.0,-13.6,7.5,-1.813
1674486,-3.2,0.46,4.0,4.1,3.2,0.153,0.395,13.1,-14.56,-9.3,7.1,-1.31
1481045,0.2,0.731,9.9,10.3,1.1,0.156,0.419,50.6,-50.66,-2.6,24.8,-0.105
1599900,99.6,1.142,112.9,170.3,50.1,0.56,2.682,198.1,-64.1,101.0,98.7,1.023
1704677,7.9,0.693,21.3,23.0,17.8,0.633,1.26,30.4,-26.75,2.8,14.4,0.194
1716180,2.2,1.154,16.4,17.4,10.6,0.384,0.844,37.4,-30.02,3.9,15.6,0.25
1360798,12.1,0.931,23.9,26.1,17.8,0.587,0.744,37.3,-57.17,11.4,17.3,0.659
1381296,1.3,1.317,17.6,18.8,16.0,0.7,1.187,22.3,-19.45,4.7,5.5,0.855
728079,-9.0,1.108,4.3,4.4,3.5,0.178,0.357,12.9,-16.17,-7.9,3.4,-2.324
1269932,-10.2,1.36,5.6,5.7,5.1,0.325,0.662,11.2,-11.45,-6.5,3.2,-2.031
1053906,0.4,0.718,9.9,10.3,-2.7,0.143,0.424,55.2,-41.12,-2.6,27.2,-0.096
1317601,-72.5,2.516,-43.6,-37.0,-51.5,-0.849,-0.911,53.7,-73.36,-56.3,24.8,-2.27
1307493,-2.4,0.637,11.4,11.9,11.4,0.998,5.028,9.4,-4.24,-9.1,4.1,-2.22
1512026,17.2,0.705,26.6,29.4,14.6,0.404,0.801,60.9,-63.89,14.1,30.1,0.468
778963,60.0,2.811,92.4,129.7,4.2,0.303,2.44,298.1,-90.04,79.6,148.2,0.537
1716983,1.6,0.637,10.3,10.7,9.7,0.604,1.716,13.8,-9.06,-2.3,5.2,-0.442
1445065,13.4,0.869,24.5,26.9,25.4,1.454,2.151,15.5,-17.72,12.0,4.5,2.667
1423045,-2.5,0.975,13.3,13.9,12.4,0.663,1.293,17.0,-13.83,-2.8,3.0,-0.933
1072843,-11.4,1.22,3.4,3.5,0.8,0.059,0.206,23.8,-29.62,-9.1,7.8,-1.167
1525234,-4.2,2.815,27.3,30.3,7.6,0.357,0.93,70.9,-58.08,14.8,31.6,0.468
1080166,-4.8,0.783,5.5,5.6,4.7,0.268,0.445,12.9,-18.72,-7.0,3.3,-2.121
1184820,1.8,1.28,16.4,17.4,12.9,0.457,0.993,31.5,-24.16,4.5,12.3,0.366
883782,-2.8,1.022,10.3,10.7,9.2,0.5,0.669,16.7,-21.03,-2.6,2.7,-0.963
1280493,140.5,1.562,159.4,282.5,-15.1,0.579,3.079,271.7,-91.36,146.5,135.4,1.082
1767580,25.9,1.794,44.2,52.1,41.0,0.972,1.876,43.4,-29.54,33.1,17.9,1.849
1755670,16.9,1.331,34.6,39.4,20.4,0.522,1.845,62.5,-29.01,20.8,28.6,0.727
895421,5.4,0.92,17.1,18.2,16.6,0.889,1.637,16.9,-16.44,4.6,5.1,0.902
1741426,176.5,0.069,179.3,339.8,6.7,0.432,3.166,410.5,-91.11,166.4,205.5,0.81
1478775,3.3,0.895,14.2,15.0,12.3,0.549,0.82,22.2,-25.04,2.3,8.9,0.258
1008894,-16.0,1.035,-3.1,-3.1,-5.6,-0.225,-0.227,22.6,-33.32,-15.6,8.3,-1.88
1559789,62.8,10.043,177.5,334.4,22.6,0.467,3.126,376.0,-87.76,164.3,184.8,0.889
1703658,-41.8,1.452,-21.2,-19.6,-26.6,-0.589,-0.948,39.4,-40.92,-36.0,15.6,-2.308
1716984,6.2,1.151,20.4,22.0,17.7,0.661,1.457,27.8,-23.07,7.8,9.0,0.867
1352662,-15.1,0.835,-4.4,-4.3,-5.7,-0.379,-0.481,16.8,-19.91,-16.9,5.8,-2.914
1501436,6.5,1.17,24.1,26.4,18.1,0.525,1.036,42.1,-37.19,8.8,19.4,0.454
1653866,21.1,0.734,31.1,35.0,33.9,2.161,,13.5,-8.54,18.2,5.8,3.138
1609674,9.6,1.008,22.2,24.2,19.6,0.631,2.052,32.1,-19.37,9.7,13.9,0.698
1278249,90.7,-0.407,88.3,122.1,4.6,0.301,2.073,286.5,-89.13,75.5,143.6,0.526
1537530,10.9,1.569,29.4,32.8,20.4,0.61,1.04,44.8,-46.2,16.9,19.6,0.862
1517137,1.2,1.531,19.3,20.7,12.3,0.425,1.137,40.6,-28.61,6.8,17.3,0.393
1265376,-11.5,1.229,3.8,3.8,-2.4,0.051,0.155,34.6,-43.5,-9.1,14.7,-0.619
1513125,1.2,0.899,12.6,13.2,11.7,0.614,1.408,17.3,-12.95,0.1,5.6,0.018
1083190,-4.0,1.136,10.3,10.7,7.4,0.334,0.559,24.9,-28.3,-2.6,8.9,-0.292
898581,-14.9,0.639,-6.2,-6.1,-7.3,-0.555,-0.416,14.8,-26.12,-18.7,7.2,-2.597
1341401,-13.4,1.199,1.2,1.2,-1.4,-0.033,0.049,22.8,-29.47,-11.3,7.3,-1.548
1531611,-18.1,1.334,-2.1,-2.1,-19.9,-0.061,-0.095,67.3,-49.38,-14.6,32.3,-0.452
1284812,-6.2,0.86,4.9,4.9,3.5,0.17,0.359,16.8,-22.92,-7.6,5.6,-1.357
924166,0.2,0.853,10.5,10.9,9.7,0.576,0.809,14.7,-23.01,-1.3,4.0,-0.325
1040198,-0.7,0.8,9.7,10.0,-1.1,0.16,0.439,47.9,-38.47,-2.8,23.3,-0.12
1664864,4.7,0.684,17.5,18.7,17.7,1.176,2.948,13.2,-7.43,-0.4,4.7,-0.085
49969,-27.1,1.156,-12.7,-12.1,-16.8,-0.472,-0.567,31.2,-38.27,-25.4,12.0,-2.117
1779453,-35.3,2.136,0.5,0.5,-14.8,-0.025,0.001,59.5,-41.83,-17.3,25.6,-0.676
1030815,92.0,1.734,111.8,168.0,-15.8,0.313,2.508,350.7,-91.08,99.5,175.0,0.569
1542317,-9.8,0.867,-0.1,-0.1,-0.6,-0.227,-0.106,9.4,-8.22,-10.9,4.0,-2.725
1376879,19.7,0.841,30.7,34.4,30.0,1.03,2.523,27.8,-22.93,18.0,12.0,1.5
1493936,-2.5,1.297,8.8,9.1,5.0,0.258,0.316,26.6,-35.67,-0.4,9.2,-0.043
1488542,151.0,0.541,158.3,279.6,79.9,0.455,10.077,343.8,-27.89,146.5,171.9,0.852
1309148,4.5,1.015,22.0,23.8,21.1,0.881,1.582,22.7,-19.9,4.8,5.5,0.873
1406585,2.6,-0.044,4.2,4.2,-3.2,0.054,0.161,40.1,-33.8,-8.3,20.4,-0.407
1086416,12.0,2.513,40.4,46.9,-14.8,0.324,0.932,118.5,-79.51,27.9,57.3,0.487
1769063,34.3,0.991,47.1,56.1,52.5,1.862,7.966,24.2,-7.97,34.2,8.1,4.222
938506,-33.3,1.148,-19.2,-17.9,-19.1,-1.329,-1.71,16.0,-21.71,-31.7,7.0,-4.529
1133385,118.6,0.403,125.8,198.6,21.4,0.418,2.417,296.5,-90.04,110.9,148.3,0.748
1541901,14.5,1.182,28.6,31.8,16.9,0.536,1.199,49.7,-43.68,16.4,23.2,0.707
1730467,35.7,0.02,38.0,43.7,26.4,0.749,0.809,48.0,-62.35,25.4,25.8,0.984
1387978,-6.3,0.886,5.8,6.0,5.5,0.412,1.086,9.3,-6.97,-7.6,3.6,-2.111
1482611,100.9,-1.969,82.3,111.3,-2.7,0.278,2.11,288.7,-90.5,69.8,145.3,0.48
1803662,50.5,4.031,122.7,191.7,24.2,0.606,3.94,199.1,-67.36,103.3,96.5,1.07
1791827,5.0,0.53,11.8,12.3,4.8,0.26,0.518,37.6,-34.73,0.7,18.9,0.037
1698222,2.0,0.976,15.1,15.9,12.3,0.523,0.669,25.0,-30.52,1.8,8.8,0.205
1172779,-1.1,1.352,15.6,16.5,12.6,0.509,1.033,26.7,-21.97,2.7,9.0,0.3
1524566,49.9,0.384,55.6,68.4,67.0,3.714,,14.4,-0.95,44.0,7.4,5.946
1571556,18.9,0.722,28.4,31.6,28.0,1.062,0.963,24.9,-32.63,15.9,11.5,1.383
1512652,-5.2,1.273,10.1,10.5,6.7,0.326,0.4,24.9,-47.91,-2.4,8.4,-0.286
1080382,25.8,1.124,39.6,45.8,6.4,0.263,1.247,142.9,-57.9,27.1,71.0,0.382
1775863,-0.6,0.747,9.3,9.6,7.8,0.39,0.994,18.8,-12.07,-3.3,6.9,-0.478
1335325,-9.6,0.74,0.2,0.2,-8.2,-0.041,-0.012,43.6,-46.09,-12.3,21.2,-0.58
922898,19.4,2.235,56.8,70.1,33.0,0.771,1.038,71.1,-67.04,38.9,31.9,1.219
1484972,-13.6,1.13,0.6,0.6,-15.2,-0.024,0.004,59.3,-46.15,-12.2,28.5,-0.428
1418814,-19.3,1.06,-5.5,-5.4,-9.2,-0.279,-0.302,27.0,-30.78,-18.7,10.9,-1.716
1513122,0.1,0.174,3.9,4.0,3.6,0.235,0.634,8.2,-7.74,-8.6,5.0,-1.72
1082045,-20.4,1.089,-8.3,-8.0,-8.8,-0.788,-1.09,13.0,-12.42,-19.5,5.3,-3.679
1519418,-26.8,1.308,-14.1,-13.4,-15.2,-0.823,-0.921,19.6,-25.49,-24.3,7.7,-3.156
1580830,92.9,1.323,107.9,160.0,24.0,0.368,2.283,287.8,-88.58,96.0,143.6,0.669
1639666,-0.4,1.059,12.0,12.5,10.6,0.529,0.7,18.9,-25.91,0.1,4.5,0.022
1401561,6.6,1.076,19.9,21.4,19.6,1.028,1.129,17.4,-28.63,7.4,3.5,2.114
1631639,13.5,0.279,18.2,19.5,-1.9,0.203,0.577,80.1,-69.63,6.4,40.4,0.158
1661149,10.4,2.067,37.2,42.8,0.3,0.352,0.726,100.2,-79.21,23.2,48.1,0.482
1309342,-15.9,0.388,-9.9,-9.6,-16.7,-0.336,-0.355,35.5,-57.82,-22.1,17.9,-1.235
1781880,-0.0,1.2,21.0,22.7,15.1,0.523,1.353,36.3,-31.29,3.1,15.3,0.203
1415996,9.5,0.339,15.8,16.8,14.9,0.745,1.238,18.6,-23.15,1.1,10.2,0.108
862853,-37.0,3.725,4.1,4.2,-12.8,0.037,0.105,58.4,-55.09,-8.4,27.9,-0.301
1127544,-6.2,0.966,6.1,6.3,4.9,0.268,0.35,15.4,-30.67,-6.6,3.4,-1.941
1767307,65.4,0.197,69.5,89.8,75.8,1.381,6.238,48.9,-12.13,56.6,25.6,2.211
1438848,-21.3,1.256,-6.1,-5.9,-12.8,-0.24,-0.222,33.6,-65.04,-18.6,14.1,-1.319
1349654,7.1,1.245,22.2,24.1,14.2,0.359,1.596,56.3,-19.03,9.7,26.7,0.363
1805754,-2.0,1.152,18.3,19.6,14.4,0.494,1.518,33.0,-18.59,0.4,13.5,0.03
1802743,2.3,1.049,20.9,22.6,20.4,0.976,1.525,19.4,-19.04,3.1,4.5,0.689
1094749,-5.4,3.218,31.6,35.6,12.1,0.488,0.746,60.8,-62.19,18.7,24.4,0.766
1323276,-1.7,0.93,10.0,10.4,8.8,0.481,0.624,16.7,-29.36,-2.5,4.8,-0.521
1537147,-15.2,1.044,0.4,0.4,-2.7,-0.068,-0.005,23.6,-34.14,-14.7,7.0,-2.1
1730469,97.0,1.23,118.6,182.4,98.9,1.0,4.919,116.5,-37.69,100.7,56.4,1.785
1466697,40.3,-1.179,29.9,33.4,12.9,0.444,1.271,62.9,-46.23,17.4,34.3,0.507
1716399,16.5,0.683,25.6,28.2,26.8,1.529,2.85,15.5,-13.07,13.2,5.6,2.357
1218179,-22.6,0.343,-17.1,-16.0,-17.0,-1.292,-1.859,14.8,-16.59,-29.2,7.7,-3.792
1019754,67.3,2.765,98.3,140.8,14.1,0.326,2.055,295.2,-89.46,85.8,146.8,0.584
1812177,5.5,0.733,19.1,20.6,18.8,0.926,1.884,18.5,-13.64,1.3,7.6,0.171
1067324,100.6,-2.174,79.8,106.9,7.2,0.309,1.596,251.6,-89.56,67.3,127.0,0.53
1803237,93.0,-2.546,54.7,67.0,7.6,0.484,1.402,108.8,-59.73,36.8,58.4,0.63
1803005,-12.7,1.596,9.1,9.4,2.3,0.222,0.22,31.9,-46.38,-5.3,10.2,-0.52
1694886,117.1,4.591,168.2,307.1,16.9,0.439,3.643,378.3,-90.11,155.5,187.5,0.829
1535845,-12.3,5.763,81.0,109.1,29.0,0.538,2.419,147.0,-49.35,63.2,68.1,0.928
1442891,12.5,1.397,28.3,31.5,25.5,0.797,1.881,33.1,-26.74,16.5,13.1,1.26
1697855,-3.6,0.867,8.2,8.5,6.7,0.356,0.5,17.4,-25.55,-5.1,4.0,-1.275
1387723,-4.7,1.049,9.1,9.5,7.1,0.341,0.553,20.9,-22.91,-4.1,6.4,-0.641
1122490,-5.6,1.007,8.6,8.9,6.8,0.335,0.721,19.7,-20.31,-5.5,3.5,-1.571
1594061,-8.4,0.924,3.0,3.0,1.3,0.054,0.177,18.1,-20.82,-9.2,5.5,-1.673
1218710,9.9,1.432,27.0,29.8,20.8,0.663,0.87,37.7,-49.86,14.5,15.9,0.912
1140474,14.3,0.218,18.7,20.0,-15.4,0.184,0.548,90.8,-66.31,5.6,45.7,0.123
1217758,3.9,1.165,17.5,18.7,15.9,0.68,1.357,22.8,-22.06,5.6,7.1,0.789
1085867,-2.6,1.461,13.8,14.6,10.6,0.429,0.794,27.6,-23.66,2.0,9.0,0.222
1569766,-12.3,1.161,1.9,1.9,-2.6,-0.003,0.065,29.0,-36.14,-10.6,11.8,-0.898
1724264,2.8,0.961,22.0,23.9,20.1,0.755,2.129,26.5,-18.67,2.1,10.0,0.21
1085635,2.7,0.775,11.8,12.4,11.9,1.049,3.246,9.4,-4.19,0.6,4.0,0.15
1536630,-3.5,2.03,21.1,22.9,4.9,0.28,0.705,68.3,-47.14,8.0,31.0,0.258
1599746,4.6,0.886,15.3,16.2,15.0,0.913,1.272,14.6,-18.23,3.4,3.2,1.062
1527570,-28.8,1.429,-10.8,-10.4,-25.0,-0.282,-0.275,45.6,-81.87,-24.0,20.3,-1.182
1575301,15.0,0.488,21.9,23.7,21.7,1.015,2.069,19.6,-17.54,10.0,9.9,1.01
915287,-21.2,1.078,-7.9,-7.6,-10.9,-0.367,-0.569,26.9,-25.59,-20.4,10.8,-1.889
1299939,-1.6,0.823,9.1,9.5,1.6,0.196,0.265,36.4,-49.09,-3.4,16.7,-0.204
1618376,32.6,0.81,43.6,51.3,23.8,0.605,1.187,68.8,-70.73,30.5,33.8,0.902
1471085,30.0,1.028,44.2,52.0,36.3,0.767,2.431,54.9,-26.69,30.4,25.6,1.188
1596355,-13.0,1.045,-0.4,-0.4,-2.9,-0.111,-0.065,21.9,-32.7,-12.5,7.9,-1.582
1607355,-6.6,0.93,4.4,4.5,3.1,0.151,0.349,15.8,-17.44,-7.2,3.7,-1.946
1712533,2.6,0.891,14.0,14.7,12.3,0.569,0.992,21.1,-20.08,1.4,6.7,0.209
936698,61.2,3.424,99.1,142.4,5.9,0.299,2.363,324.9,-88.51,86.6,161.4,0.537
1105087,10.1,-1.108,-0.3,-0.3,-12.2,-0.04,-0.035,57.1,-55.46,-13.5,31.8,-0.425
1569137,1.9,1.15,16.3,17.3,14.3,0.608,1.227,23.6,-23.78,3.5,8.1,0.432
1587643,135.5,-6.877,69.7,90.1,7.5,0.313,1.793,216.2,-86.32,57.8,112.0,0.516
1102256,-6.7,0.935,5.4,5.5,4.3,0.228,0.391,14.9,-22.55,-7.4,3.5,-2.114
1650290,13.8,1.183,29.3,32.6,26.7,0.838,1.608,32.5,-27.94,15.9,13.4,1.187
1761663,33.0,3.28,92.3,129.5,11.0,0.829,1.508,109.0,-89.69,72.9,50.1,1.455
1800687,12.2,1.183,27.2,30.1,23.3,0.737,1.45,34.2,-22.33,14.2,14.7,0.966
1756485,-14.7,1.051,4.0,4.0,-0.1,0.073,0.148,27.0,-33.73,-13.9,10.4,-1.337
1776082,31.8,0.682,44.6,52.7,37.9,0.783,3.911,54.4,-16.38,26.8,26.8,1.0
1650654,7.4,1.11,22.3,24.2,19.7,0.699,1.439,29.1,-22.17,8.6,11.8,0.729
1426319,-6.6,0.967,5.5,5.7,4.3,0.219,0.454,16.2,-18.58,-7.0,3.9,-1.795
1798756,-2.3,0.782,12.1,12.6,11.4,0.67,1.602,15.0,-10.64,-5.8,4.6,-1.261
1735513,-7.6,1.042,5.4,5.6,2.7,0.153,0.282,22.6,-31.97,-7.1,5.8,-1.224
276101,-13.5,1.2,1.0,1.0,-0.4,-0.061,0.039,16.6,-19.88,-11.4,4.0,-2.85
1447578,7.1,0.196,11.1,11.6,7.3,0.301,1.115,30.3,-23.88,-1.4,16.3,-0.086
1425930,143.8,5.881,239.1,551.6,40.1,0.58,4.844,408.7,-79.18,221.2,202.5,1.092
1356249,10.7,1.137,25.5,28.0,16.9,0.519,0.969,45.3,-45.82,12.3,20.8,0.591
1541399,0.0,0.861,11.4,11.9,10.6,0.601,1.007,15.7,-18.79,-1.5,4.3,-0.349
1469475,-12.4,1.871,10.5,10.9,1.4,0.187,0.48,45.5,-33.0,-2.7,16.2,-0.167
1679118,8.6,0.919,22.4,24.3,21.7,0.944,7.234,21.6,-14.15,7.6,7.5,1.013
1537319,0.4,0.667,11.4,11.9,10.4,0.584,0.819,16.0,-23.78,-4.0,6.9,-0.58
1317679,-22.4,1.817,-1.3,-1.3,-25.7,-0.057,-0.04,57.7,-90.92,-13.8,26.2,-0.527
1478735,6.0,0.979,18.3,19.6,16.6,0.734,0.822,22.2,-39.37,5.8,8.4,0.69
1280043,-0.4,0.745,9.4,9.8,8.7,0.536,0.798,13.8,-18.82,-3.1,4.7,-0.66
1705716,1.2,0.893,12.7,13.4,9.5,0.387,0.895,27.7,-21.13,0.0,11.5,0.0
1353394,27.1,2.155,59.6,74.4,47.9,0.865,1.909,66.6,-42.15,43.5,26.9,1.617
1307878,-8.3,1.01,4.3,4.3,-4.4,0.064,0.107,35.5,-68.59,-8.2,16.1,-0.509
1691908,-17.7,1.811,9.9,10.3,1.1,0.186,0.641,42.6,-30.21,-6.2,13.2,-0.47
1142941,-1.3,0.517,6.1,6.3,-0.2,0.124,0.192,33.2,-44.39,-6.4,16.6,-0.386
1776821,9.0,1.42,26.2,28.8,9.6,0.354,1.065,68.3,-43.24,13.5,31.6,0.427
1693809,-6.2,0.822,4.6,4.7,3.4,0.166,0.372,15.6,-18.55,-8.1,3.8,-2.132
1029730,19.3,0.757,30.2,33.7,32.4,1.853,3.422,15.2,-10.38,16.4,6.6,2.485
1679543,14.2,1.22,27.8,30.8,24.0,0.716,2.229,36.0,-17.76,16.3,13.6,1.199
1453381,-4.8,1.054,8.3,8.6,2.8,0.185,0.471,34.1,-25.11,-4.2,15.2,-0.276
1730896,51.0,1.254,66.3,84.7,45.5,0.572,4.216,112.5,-25.6,53.7,55.1,0.975
1535227,45.9,-0.2,45.8,54.3,6.3,0.402,1.037,109.0,-79.3,33.3,55.2,0.603
1683059,53.9,0.06,56.5,69.7,46.0,0.827,1.11,65.9,-63.3,43.3,34.0,1.274
