Date,Ticker,Open,High,Low,Close,Volume,OpenAdjusted,HighAdjusted,LowAdjusted,CloseAdjusted,VolumeAdjusted
2022-02-11,SAH,48.71,49.2,48.01,48.55,226579.0,46.5398,47.008,45.871,46.387,226579.0
2022-02-14,SAH,48.86,49.6,48.2,48.23,204996.0,46.6831,47.3902,46.0525,46.0812,204996.0
2022-02-15,SAH,49.31,50.61,48.725,50.45,265630.0,47.1131,48.3552,46.5542,48.2023,265630.0
2022-02-16,SAH,54.08,54.24,51.55,53.56,570666.0,51.6706,51.8234,49.2533,51.1737,570666.0
2022-02-17,SAH,53.51,54.8,51.61,52.3,343183.0,51.126,52.3585,49.3106,49.9699,343183.0
2022-02-18,SAH,52.22,53.68,51.77,52.2,275101.0,49.8934,51.2884,49.4635,49.8743,275101.0
2022-02-21,SAH,52.22,53.68,51.77,52.2,275101.0,49.8934,51.2884,49.4635,49.8743,275101.0
2022-02-22,SAH,51.75,52.55,49.91,50.27,284741.0,49.4444,50.2087,47.6864,48.0303,284741.0
2022-02-23,SAH,51.04,52.325,50.5,50.65,256951.0,48.766,49.9938,48.2501,48.3934,256951.0
2022-02-24,SAH,49.265,52.04,48.85,51.72,316778.0,47.0701,49.7215,46.6736,49.4157,316778.0
2022-02-25,SAH,51.25,54.07,50.88,53.86,346477.0,48.9667,51.661,48.6131,51.4604,346477.0
2022-02-28,SAH,52.97,53.91,52.76,53.64,335391.0,50.61,51.5081,50.4094,51.2502,335391.0
2022-03-01,SAH,53.03,54.0632,50.77,51.68,290421.0,50.6674,51.6545,48.508,49.3775,290421.0
2022-03-02,SAH,52.28,55.785,52.19,55.14,353100.0,49.9508,53.2996,49.8648,52.6833,353100.0
2022-03-03,SAH,55.1,55.755,52.57,53.45,298196.0,52.6451,53.2709,50.2278,51.0686,298196.0
2022-03-04,SAH,53.38,53.6098,50.56,51.26,478212.0,51.0018,51.2213,48.3074,48.9762,478212.0
2022-03-07,SAH,51.46,52.41,49.96,50.12,341520.0,49.1673,50.075,47.7341,47.887,341520.0
2022-03-08,SAH,49.92,52.625,49.145,51.05,304524.0,47.6959,50.2804,46.9554,48.7756,304524.0
2022-03-09,SAH,52.48,52.48,49.41,49.59,351257.0,50.1419,50.1419,47.2086,47.3806,351257.0
2022-03-10,SAH,48.2,48.98,47.31,48.6,284081.0,46.0525,46.7978,45.2022,46.4347,284081.0
2022-03-11,SAH,47.78,48.415,47.08,47.2,275083.0,45.6513,46.258,44.9824,45.0971,275083.0
2022-03-14,SAH,47.32,47.32,44.96,45.41,393987.0,45.452,45.452,43.1852,43.6174,393987.0
2022-03-15,SAH,45.1,46.59,44.87,46.52,375247.0,43.3197,44.7509,43.0987,44.6836,375247.0
2022-03-16,SAH,46.85,47.93,46.01,47.07,388387.0,45.0006,46.038,44.1937,45.2119,388387.0
2022-03-17,SAH,46.76,48.07,46.2701,48.04,272539.0,44.9141,46.1724,44.4436,46.1436,272539.0
2022-03-18,SAH,47.4,48.56,46.0,48.49,519357.0,45.5289,46.6431,44.1841,46.5758,519357.0
2022-03-21,SAH,48.75,49.78,48.01,48.82,232637.0,46.8256,47.8149,46.1148,46.8928,232637.0
2022-03-22,SAH,48.93,49.69,47.51,48.69,258261.0,46.9985,47.7285,45.6345,46.768,258261.0
2022-03-23,SAH,47.72,49.005,47.465,47.87,223729.0,45.8362,47.0705,45.5913,45.9803,223729.0
2022-03-24,SAH,48.15,48.74,47.0501,47.45,187445.0,46.2493,46.816,45.1928,45.5769,187445.0
2022-03-25,SAH,47.75,48.13,45.83,46.04,256714.0,45.8651,46.2301,44.0209,44.2226,256714.0
2022-03-28,SAH,46.12,46.36,44.27,44.86,251484.0,44.2994,44.5299,42.5224,43.0891,251484.0
2022-03-29,SAH,45.67,47.42,45.03,47.19,339727.0,43.8672,45.5481,43.2524,45.3272,339727.0
2022-03-30,SAH,46.83,47.44,44.99,45.02,247884.0,44.9814,45.5673,43.214,43.2428,247884.0
2022-03-31,SAH,44.79,45.32,42.36,42.5,427844.0,43.0219,43.531,40.6878,40.8223,427844.0
2022-04-01,SAH,42.17,43.34,41.3,41.74,483264.0,40.5053,41.6291,39.6697,40.0923,483264.0
2022-04-04,SAH,41.65,43.685,41.65,43.16,314269.0,40.0059,41.9605,40.0059,41.4563,314269.0
2022-04-05,SAH,42.54,43.19,41.69,41.83,388902.0,40.8607,41.4851,40.0443,40.1788,388902.0
2022-04-06,SAH,41.48,42.71,41.05,41.96,727690.0,39.8426,41.024,39.4295,40.3036,727690.0
2022-04-07,SAH,41.05,41.6999,38.64,39.64,663257.0,39.4295,40.0538,37.1147,38.0752,663257.0
2022-04-08,SAH,39.8,41.688,39.24,41.05,361684.0,38.2289,40.0424,37.691,39.4295,361684.0
2022-04-11,SAH,40.51,43.35,40.42,42.1,605013.0,38.9109,41.6388,38.8244,40.4381,605013.0
2022-04-12,SAH,42.5,44.006,41.54,42.54,763397.0,40.8223,42.2689,39.9002,40.8607,763397.0
2022-04-13,SAH,42.51,43.6,40.88,42.99,562858.0,40.8319,41.8789,39.2663,41.293,562858.0
2022-04-14,SAH,43.26,44.61,42.8096,43.38,453660.0,41.5523,42.849,41.1197,41.6676,453660.0
